entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"A. (G. G.)-Step by Step: Simple Thoughts for those who wish to follow their Saviour through Holy Week. 18mo. 1s. 6d. net ...STOCK, Mar. 02",A.,G. G.,Step by Step: Simple Thoughts for those who wish to follow their Saviour through Holy Week,STOCK,1s. 6d.,18mo.,"A. (G. G.)-Step by Step: Simple Thoughts for those who wish to follow their Saviour through Holy Week. 18mo. 1s. 6d. net ...STOCK, Mar. 02",G. G. A.,['A. (G. G.)'],,Mar. 02,1902,net
"A. (J. B)-Bunny Book for Babes and their Bet- ters (?). Written and Illus. Imp. 8vo. 10 × 71, pp. 56, 8s. 6d. .....NISBET, Oct. 02",A.,J. B,Bunny Book for Babes and their Bet- ters (?),NISBET,8s. 6d.,8vo.,"A. (J. B)-Bunny Book for Babes and their Bet- ters (?). Written and Illus. Imp. 8vo. 10 × 71, pp. 56, 8s. 6d. .....NISBET, Oct. 02",J. B A.,['A. (J. B)'],,Oct. 02,1902,
"Abady (J.)-Gas Analyst's Manual. Incorporating F. W. H. Hartley's 'Gas Analyst's Manual' and 'Gas Measurement.' 8vo. 87×5, pp. 578, 188. .SPON, Sep. 02",Abady,J.,Gas Analyst's Manual,SPON,,8vo.,"Abady (J.)-Gas Analyst's Manual. Incorporating F. W. H. Hartley's 'Gas Analyst's Manual' and 'Gas Measurement.' 8vo. 87×5, pp. 578, 188. .SPON, Sep. 02",J. Abady,['Abady (J.)'],,Sep. 02,1902,
"Abbot (L.)-The Soul's Quest. Long 8vo. pp. 74, 1s. 6d.; swd. 18. …..ALLENSON, Sep. 02",Abbot,L.,The Soul's Quest,ALLENSON,,8vo.,"Abbot (L.)-The Soul's Quest. Long 8vo. pp. 74, 1s. 6d.; swd. 18. …..ALLENSON, Sep. 02",L. Abbot,['Abbot (L.)'],,Sep. 02,1902,
"Abbott (A. C.)-The Principles of Bacteriology: practical Manual for Students and Physicians. 6th ed. Coloured Illus. Post 8vo. 12s. 6d. net H. K. LEWIS, Dec. 02",Abbott,A. C.,The Principles of Bacteriology: practical Manual for Students and Physicians,H. K. LEWIS,12s. 6d.,8vo.,"Abbott (A. C.)-The Principles of Bacteriology: practical Manual for Students and Physicians. 6th ed. Coloured Illus. Post 8vo. 12s. 6d. net H. K. LEWIS, Dec. 02",A. C. Abbott,['Abbott (A. C.)'],,Dec. 02,1902,net
"Abbott (J. H. M.)-Tommy Cornstalk: some Account of less notable Features of the South African War from the Point of View of the Australian Ranks. Cr. 8vo. 77 x 5, pp. 276, 5s. net ...LONGMANS, Apr. 02",Abbott,J. H. M.,Tommy Cornstalk: some Account of less notable Features of the South African War from the Point of View of the Australian Ranks,LONGMANS,5s.,8vo.,"Abbott (J. H. M.)-Tommy Cornstalk: some Account of less notable Features of the South African War from the Point of View of the Australian Ranks. Cr. 8vo. 77 x 5, pp. 276, 5s. net ...LONGMANS, Apr. 02",J. H. M. Abbott,['Abbott (J. H. M.)'],,Apr. 02,1902,net
"ABC of Gardening: Book of Practical Hints, by a Practical Gardener. 16mo. 54 × 4, pp. 126, 18. DRANE, Apr. 02",,,"ABC of Gardening: Book of Practical Hints, by a Practical Gardener",DRANE,,16mo.,"ABC of Gardening: Book of Practical Hints, by a Practical Gardener. 16mo. 54 × 4, pp. 126, 18. DRANE, Apr. 02",,,,Apr. 02,1902,
"A B C of Swimming: Royal Road to the Art. By Ex-Club Captain. 12mo. 5 × 4, pp. 84, 1s. DRANE, July 02",,,A B C of Swimming: Royal Road to the Art,DRANE,1s.,12mo.,"A B C of Swimming: Royal Road to the Art. By Ex-Club Captain. 12mo. 5 × 4, pp. 84, 1s. DRANE, July 02",,,,July 02,1902,
"ABC Pocket Atlas Guide to London. Corona- tion Year ed. 12mo. limp, 1s. G. PHILIP, May 02",,,ABC Pocket Atlas Guide to London,G. PHILIP,1s.,12mo.,"ABC Pocket Atlas Guide to London. Corona- tion Year ed. 12mo. limp, 1s. G. PHILIP, May 02",,,,May 02,1902,
"ABC-The Churchman's: a Guide to Church Doctrine and Ritual. Ch. ed. 12mo. 67 × 4, pp. 128, limp, 1s. .......NISBET, Oct. 02",,,ABC-The Churchman's: a Guide to Church Doctrine and Ritual,NISBET,1s.,12mo.,"ABC-The Churchman's: a Guide to Church Doctrine and Ritual. Ch. ed. 12mo. 67 × 4, pp. 128, limp, 1s. .......NISBET, Oct. 02",,,,Oct. 02,1902,
