entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"A. (P. & I.)-Rapallo, Past and Present. Walks and Excursions. Cr. 8vo. 2s. 6d. net 25s. : G. PHILIP, Feb. 04",A.,P. & I.,"Rapallo, Past and Present",G. PHILIP,,8vo.,"A. (P. & I.)-Rapallo, Past and Present. Walks and Excursions. Cr. 8vo. 2s. 6d. net 25s. : G. PHILIP, Feb. 04",P. & I. A.,['A. (P. & I.)'],,Feb. 04,1904,
"Abbey of St. Mary-in-Furness, Hope (W. H. St. John) .Dec. 02 Abbott (A. V.) Electrical Transmission of Energy Manual for Design of Electrical Circuits. 4th edit., rewritten, enl. roy. 8vo. 94 × 64, pp. 706, 30s. net......LOCKWOOD, Nov. 04",,,Abbey of St,LOCKWOOD,30s.,8vo.,"Abbey of St. Mary-in-Furness, Hope (W. H. St. John) .Dec. 02 Abbott (A. V.) Electrical Transmission of Energy Manual for Design of Electrical Circuits. 4th edit., rewritten, enl. roy. 8vo. 94 × 64, pp. 706, 30s. net......LOCKWOOD, Nov. 04",,,,Nov. 04,1904,net
"Abbott (E. A.)-Parodosis; or, 'In the night in which He was (?) betrayed.' (Diatessarica, Part 4.) Roy. 8vo. 94 × 53, pp. 240, 7s. 6d. net BLACK, Apr. 04",Abbott,E. A.,"Parodosis; or, 'In the night in which He was (?) betrayed",BLACK,7s. 6d.,8vo.,"Abbott (E. A.)-Parodosis; or, 'In the night in which He was (?) betrayed.' (Diatessarica, Part 4.) Roy. 8vo. 94 × 53, pp. 240, 7s. 6d. net BLACK, Apr. 04",E. A. Abbott,['Abbott (E. A.)'],,Apr. 04,1904,net
"Abbott (L.)-The Other Room. Roy. 8vo. 9 × 6, pp. 120, 8s. 6d. net .MELROSE, Jan. 04",Abbott,L.,The Other Room,MELROSE,8s. 6d.,8vo.,"Abbott (L.)-The Other Room. Roy. 8vo. 9 × 6, pp. 120, 8s. 6d. net .MELROSE, Jan. 04",L. Abbott,['Abbott (L.)'],,Jan. 04,1904,net
"ABC in Dixie. A Plantation Alphabet. 4to. bds. 8s. 6d......... .NISTER, Sep. 04",,,ABC in Dixie,NISTER,8s. 6d.,4to.,"ABC in Dixie. A Plantation Alphabet. 4to. bds. 8s. 6d......... .NISTER, Sep. 04",,,,Sep. 04,1904,
"A B C Medical Guide. With valuable Hints for the Preservation of Health. Ed. by Alexander Ambrose. 16mo. 5 × 4, pp. 252, 18. DRANE, Apr. 04",,,A B C Medical Guide,DRANE,,16mo.,"A B C Medical Guide. With valuable Hints for the Preservation of Health. Ed. by Alexander Ambrose. 16mo. 5 × 4, pp. 252, 18. DRANE, Apr. 04",,,,Apr. 04,1904,
"Abu'l-ala.-Quatrains Selected from his 'Lozum-ma-la-Yalzam' and 'Sact-Uz-Zind,' and now first rendered into English by Ameen F. Rihani. Cr. 8vo. 7 x 5, pp. 164, 58. net RICHARDS, Feb. 04",,,Abu'l-ala,RICHARDS,,8vo.,"Abu'l-ala.-Quatrains Selected from his 'Lozum-ma-la-Yalzam' and 'Sact-Uz-Zind,' and now first rendered into English by Ameen F. Rihani. Cr. 8vo. 7 x 5, pp. 164, 58. net RICHARDS, Feb. 04",,,,Feb. 04,1904,
"Academy Architecture and Architectural Review 1904 (Vol. 1). Edit. by Alex. Koch. Vol. 2s. 4to. 4s. 10d. net; swd. 4s. net. SIMPKIN, June 04",,,Academy Architecture and Architectural Review,SIMPKIN,4s.,4to.,"Academy Architecture and Architectural Review 1904 (Vol. 1). Edit. by Alex. Koch. Vol. 25. 4to. 4s. 10d. net; swd. 4s. net. SIMPKIN, June 04",,,,June 04,1904,net
"Academy Architecture and Architectural Review, 1904 (Vol. 2). Edit. by Alex. Koch. Vol. 26. 4to. 4s. 10d. net; swd. 4s. net SIMPKIN, Dec. 04",,,Academy Architecture and Architectural Review,SIMPKIN,4s.,4to.,"Academy Architecture and Architectural Review, 1904 (Vol. 2). Edit. by Alex. Koch. Vol. 26. 4to. 4s. 10d. net; swd. 4s. net SIMPKIN, Dec. 04",,,,Dec. 04,1904,net
"Ackworth (J.)-Old Wenyon's Will. Tale. Cr. 8vo. 73 x 5, pp. 842, 8s. 6d. PARTRIDGE, Oct. 04",Ackworth,J.,Old Wenyon's Will,PARTRIDGE,8s. 6d.,8vo.,"Ackworth (J.)-Old Wenyon's Will. Tale. Cr. 8vo. 73 x 5, pp. 842, 8s. 6d. PARTRIDGE, Oct. 04",J. Ackworth,['Ackworth (J.)'],,Oct. 04,1904,
"Acland (J. E.)-Layman's Life in the Days of the Tractarian Movement. In memoriam Arthur (Acland) Troyte, by his Son. Cr. 8vo. 7 x 5, pp. 250, 4s. net ....J. PARKER, Dec. 04",Acland,J. E.,Layman's Life in the Days of the Tractarian Movement,J. PARKER,4s.,8vo.,"Acland (J. E.)-Layman's Life in the Days of the Tractarian Movement. In memoriam Arthur (Acland) Troyte, by his Son. Cr. 8vo. 7 x 5, pp. 250, 4s. net ....J. PARKER, Dec. 04",J. E. Acland,['Acland (J. E.)'],,Dec. 04,1904,net
"Acta Mythologica Apostolorum. Transcr. from Arabic MS. in Convent of Deyr-es-Suriani, Egypt, and from MSS. in Convent of St. Catherine on Mount Sinai. 4to. pp. 286, swd. 12s. 6d. net. Translation by Agnes Smith Lewis. 4to. pp. 812, swd. 6s. net (Hora Semitica, Nos. 3, 4)...... ....C. J. CLAY, June 04",,,Acta Mythologica Apostolorum,C. J. CLAY,6s.,4to.,"Acta Mythologica Apostolorum. Transcr. from Arabic MS. in Convent of Deyr-es-Suriani, Egypt, and from MSS. in Convent of St. Catherine on Mount Sinai. 4to. pp. 286, swd. 12s. 6d. net. Translation by Agnes Smith Lewis. 4to. pp. 812, swd. 6s. net (Hora Semitica, Nos. 3, 4)...... ....C. J. CLAY, June 04",,,,June 04,1904,net
"Acton (Lord)-Letters to Mary, Daughter of the Rt. Hon. W. E. Gladstone. Ed. with intro. memoir by Herbert Paul. 8vo. 9 x 6, pp. 814, ..G. ALLEN, Mar. 04",Acton,Lord,"Letters to Mary, Daughter of the Rt",G. ALLEN,,8vo.,"Acton (Lord)-Letters to Mary, Daughter of the Rt. Hon. W. E. Gladstone. Ed. with intro. memoir by Herbert Paul. 8vo. 9 x 6, pp. 814, ..G. ALLEN, Mar. 04",Lord Acton,['Acton (Lord)'],,Mar. 04,1904,
"Intro., Notes, Maps. Edit. 12mo. 6 × 4, pp. 184, 28. .........RIVINGTONS, Dec. 04",,,Intro,RIVINGTONS,,12mo.,"Intro., Notes, Maps. Edit. 12mo. 6 × 4, pp. 184, 28. .........RIVINGTONS, Dec. 04",,,,Dec. 04,1904,
"Adam (F.)-Leaves from Scrap-Book of a Scottish Exile. Cr. 8vo. 7 × 47, pp. 8308, 2s. 6d. net W. & A. K. JOHNSTON, Apr. 04",Adam,F.,Leaves from Scrap-Book of a Scottish Exile,W. & A. K. JOHNSTON,2s. 6d.,8vo.,"Adam (F.)-Leaves from Scrap-Book of a Scottish Exile. Cr. 8vo. 7 × 47, pp. 8308, 2s. 6d. net W. & A. K. JOHNSTON, Apr. 04",F. Adam,['Adam (F.)'],,Apr. 04,1904,net
"Adam (Madame)-Romance of my Childhood and Youth. Cr. 8vo. pp. 416 (N. York) 6s. 6d. Dec. 02 Adam (Mme. Edmond)-My Literary Life. 8vo. 8x51, pp. 550, 8s. 6d. net.........UNWIN, Nov. 04",Adam,Madame,Romance of my Childhood and Youth,UNWIN,8s. 6d.,8vo.,"Adam (Madame)-Romance of my Childhood and Youth. Cr. 8vo. pp. 416 (N. York) 6s. 6d. Dec. 02 Adam (Mme. Edmond)-My Literary Life. 8vo. 8x51, pp. 550, 8s. 6d. net.........UNWIN, Nov. 04",Madame Adam,['Adam (Madame)'],,Nov. 04,1904,net
"Adams (A. H.)-Tussock Land. Romance of New Zealand and the Commonwealth. Cr. 8vo. 7×5, pp. 316, 6s. (First Novel Library) UNWIN, Mar. 04",Adams,A. H.,Tussock Land,UNWIN,6s.,8vo.,"Adams (A. H.)-Tussock Land. Romance of New Zealand and the Commonwealth. Cr. 8vo. 7×5, pp. 316, 6s. (First Novel Library) UNWIN, Mar. 04",A. H. Adams,['Adams (A. H.)'],,Mar. 04,1904,
"Adams (B. M.)-Songs of a Seaman. Cr. 8vo. 8s. 6d. net.......... ...K. PAUL, Feb. 04",Adams,B. M.,Songs of a Seaman,K. PAUL,8s. 6d.,8vo.,"Adams (B. M.)-Songs of a Seaman. Cr. 8vo. 8s. 6d. net.......... ...K. PAUL, Feb. 04",B. M. Adams,['Adams (B. M.)'],,Feb. 04,1904,net
"Adams (Ellinor Davenport)-On Honour. School and Home Story. Cr. 8vo. 74 × 5, pp. 882, 2s. 6d. NELSON, Nov. 04",Adams,Ellinor Davenport,On Honour,NELSON,2s. 6d.,8vo.,"Adams (Ellinor Davenport)-On Honour. School and Home Story. Cr. 8vo. 74 × 5, pp. 882, 2s. 6d. NELSON, Nov. 04",Ellinor Davenport Adams,['Adams (Ellinor Davenport)'],,Nov. 04,1904,
