entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
"Acts—Upper Medway navigation and con- servancy 6s. 2d. ; London Electric Railway, 4s. 1}d.; Port of London, 61d.; Charles Skier's Charity, 60}. (post free) WYMAN, Sep. 11",,,Acts—Upper Medway navigation and con- servancy,WYMAN,,0.0,,"Acts—Upper Medway navigation and con- servancy 6s. 2d. ; London Electric Railway, 45. 1}d.; Port of London, 61d.; Charles Skier's Charity, 60}. (post free) WYMAN, Sep. 11",,,,Sep. 11,
"Acts-Weston-super-Mare gas, 9fd.; London Cemetery Company, 9td.; Luton water, 9fd.; Seaforth and Sefton junction railway, 6jd.; Dover Corporation, 6}d.; Chesham and District gas, 2s. 4d. (post free) WYMAN, Sep. ir Acts-Aberdeen Corporation order, 1911, s. 4d. ; Lloyd's Act, 9 d.; L.C.C. General powers, 6}d.; Drainage and improvement of lands: Ireland, 6 d.; Local Government Board's provisional orders: Gas, 9fd.; Gas Orders No. 2, 4s. 5d. (all post free) —WYMAN, Oct. 11",,,Acts-Weston-super-Mare gas,WYMAN,,0.0,,"Acts-Weston-super-Mare gas, 9fd.; London Cemetery Company, 9td.; Luton water, 9fd.; Seaforth and Sefton junction railway, 6jd.; Dover Corporation, 6}d.; Chesham and District gas, 25. 4d. (post free) WYMAN, Sep. ir Acts-Aberdeen Corporation order, 1911, IS. 4d. ; Lloyd's Act, 9 d.; L.C.C. General powers, 6}d.; Drainage and improvement of lands: Ireland, 6 d.; Local Government Board's provisional orders: Gas, 9fd.; Gas Orders No. 2, 4s. 5d. (all post free) —WYMAN, Oct. 11",,,,Oct. 11,
"Acts—London County Council Money, is. 7d. ; London County Council Tramways and Improvements, 2s. 7d. (post free) WYMAN, Od. 11",,,"Acts—London County Council Money, is",WYMAN,2s. 7d.,0.12916666666666668,,"Acts—London County Council Money, is. 7d. ; London County Council Tramways and Improvements, 25. 7d. (post free) WYMAN, Od. 11",,,,Od. 11,
"Acts-Newcastle-upon-Tyne Corporation Act (post free) 5s. od........... WYMAN, Nov. II Acts--Sidmouth gas and electricity, 2s. 7d. ; Nottinghamshire and Derbyshire tramways, s. Iod.; Chester waterworks, 2s. 4d. (post free) . WYMAN, Nov. II Acts-South Western Railway, 2s. 4d. ; Oyster. mouth Urban District Council Water, 2s. id. ; Hornsea Urban District Council, 1s. 7d. ; Poplar Borough Council Superannuation, is. 3}d. (post free)..... WYMAN, Nov. II Acts—Luton Corporation Act, 1911 (post free), 3s. 8d..... . WYMAN, Dec. II Acts—Marple Urban District Council Act (post free), is, 7d...... ...WYMAN, Dec. II Adair (Cecil)—Cantacute Towers. Cr. 8vo. 78 X 48, pp. 316, 6s. ........S. PAUL, Mar. II Adair (Cecil) —— The Qualities of mercy. Cr. 8vo. 74 X5, pp. 326, 6s.... ....S. PAUL, Dec. II Adam (Curt)-Handbook of treatment for diseases Trans. from the 2nd German edit. 1910, by W. G. Sym & E. M, Lithgow. Cr. 8vo. 74 x 48, pp. 276, ios, net .. REBMAN, Jan. II Adam (D. S.)-Cardinal elements of the Christian faith. Svo. 81 X54, pp. 340, 6s. HODDER & S., Sep. II Adam (James) - The Vitality of Platonism, and other essays. 8vo. 9 X54, pp. 250, 7s. 6d, net CAMB. UNIV. PRESS, May 11",,,Acts-Newcastle-upon-Tyne Corporation Act (post free),CAMB. UNIV. PRESS,7s. 6d.,0.375,8vo.,"Acts-Newcastle-upon-Tyne Corporation Act (post free) 55. od........... WYMAN, Nov. II Acts--Sidmouth gas and electricity, 25. 7d. ; Nottinghamshire and Derbyshire tramways, IS. Iod.; Chester waterworks, 25. 4d. (post free) . WYMAN, Nov. II Acts-South Western Railway, 25. 4d. ; Oyster. mouth Urban District Council Water, 25. id. ; Hornsea Urban District Council, Is. 7d. ; Poplar Borough Council Superannuation, is. 3}d. (post free)..... WYMAN, Nov. II Acts—Luton Corporation Act, 1911 (post free), 35. 8d..... . WYMAN, Dec. II Acts—Marple Urban District Council Act (post free), is, 7d...... ...WYMAN, Dec. II Adair (Cecil)—Cantacute Towers. Cr. 8vo. 78 X 48, pp. 316, 6s. ........S. PAUL, Mar. II Adair (Cecil) —— The Qualities of mercy. Cr. 8vo. 74 X5, pp. 326, 6s.... ....S. PAUL, Dec. II Adam (Curt)-Handbook of treatment for diseases Trans. from the 2nd German edit. 1910, by W. G. Sym & E. M, Lithgow. Cr. 8vo. 74 x 48, pp. 276, ios, net .. REBMAN, Jan. II Adam (D. S.)-Cardinal elements of the Christian faith. Svo. 81 X54, pp. 340, 6s. HODDER & S., Sep. II Adam (James) - The Vitality of Platonism, and other essays. 8vo. 9 X54, pp. 250, 75. 6d, net CAMB. UNIV. PRESS, May 11",,,,May 11,net
"Aerial or wire-rope ways, Wallis-Tayler (A. J.) 7s. 6d. net .. Jan. II Aeronautical Society of Great Britain.-First report of the Bird Construction Committee. Compiled by Col. J. D. Fullerton. 4to. 91 X 12, pp. 62, ios. 6d. net AERONAUTICAL Soc., June ii Aeronautics : Conquest of the air, Berget (A.) 6s. net June II Aeronautics, Elem., Thurston (A. P.) 3s. 6d. net Feb. II Aeronautics : Gliding, Pilcher (P. S) is. net Mar. II Aeronautics, Romance of, Turner (C. C.) 5s. Sep. II Aeronautics report for 1910-11, s. 2d. WYMAN, Jan. II Aeronautics report, 1910-11 (post free), 2d. WYMAN, June II Aeronautics—Technical report, 1910-11 (post free), 6s, 4d... . WYMAN, Aug. 11",,,"Aerial or wire-rope ways, Wallis-Tayler (A. J.)",WYMAN,6s. 4d.,0.31666666666666665,4to.,"Aerial or wire-rope ways, Wallis-Tayler (A. J.) 75. 6d. net .. Jan. II Aeronautical Society of Great Britain.-First report of the Bird Construction Committee. Compiled by Col. J. D. Fullerton. 4to. 91 X 12, pp. 62, ios. 6d. net AERONAUTICAL Soc., June ii Aeronautics : Conquest of the air, Berget (A.) 6s. net June II Aeronautics, Elem., Thurston (A. P.) 35. 6d. net Feb. II Aeronautics : Gliding, Pilcher (P. S) is. net Mar. II Aeronautics, Romance of, Turner (C. C.) 5s. Sep. II Aeronautics report for 1910-11, IS. 2d. WYMAN, Jan. II Aeronautics report, 1910-11 (post free), 2d. WYMAN, June II Aeronautics—Technical report, 1910-11 (post free), 6s, 4d... . WYMAN, Aug. 11",,,,Aug. 11,
"Agricultural and forest products of Brit. W. Africa, Dudgeon (G. C.) 5s. net........Aug. II Agricultural chemistry Wood (T. B.) 2s. 6d. net Feb. II Agricultural College (Royal) Cirencester-Annual scientific bulletin. No. 2 for 1910. 8vo., pp. 100, 2s, .(Cirencester), W. H. SMITH, July 11",,,Agricultural and forest products of Brit,W. H. SMITH,,0.0,8vo.,"Agricultural and forest products of Brit. W. Africa, Dudgeon (G. C.) 5s. net........Aug. II Agricultural chemistry Wood (T. B.) 25. 6d. net Feb. II Agricultural College (Royal) Cirencester-Annual scientific bulletin. No. 2 for 1910. 8vo., pp. 100, 2s, .(Cirencester), W. H. SMITH, July 11",,,,July 11,
"Agricultural statistics. Part 1, for 1910 (post free) 7d. WYMAN, Apr. 11",,,Agricultural statistics,WYMAN,7d.,0.029166666666666667,,"Agricultural statistics. Part 1, for 1910 (post free) 7d. WYMAN, Apr. 11",,,,Apr. 11,
"Agricultural statistics, Part 3 for 1910: Prices and supplies (post free), 11d. WYMAN, Aug. 11",,,"Agricultural statistics, Part",WYMAN,11d.,0.04583333333333333,,"Agricultural statistics, Part 3 for 1910: Prices and supplies (post free), 11d. WYMAN, Aug. 11",,,,Aug. 11,
"Agriculture and the State : England's foundation Mills (J. S.) is. net... . Apr. II Agriculture, Board of-Report of the Intelligence Division for 1909-10, 1s. 4d. WYMAN, Feb. II Agriculture (Board of)—Report of the Land Division, 1910 (post free), 4d. WYMAN, May 11",,,Agriculture and the State : England's foundation Mills (J. S.) is,WYMAN,4d.,0.016666666666666666,,"Agriculture and the State : England's foundation Mills (J. S.) is. net... . Apr. II Agriculture, Board of-Report of the Intelligence Division for 1909-10, Is. 4d. WYMAN, Feb. II Agriculture (Board of)—Report of the Land Division, 1910 (post free), 4d. WYMAN, May 11",,,,May 11,
"Ailsa Page, Chambers (R. W.) 6s. ..Mar.is Ainsley's Nautical almanac and tide tables for 1912. 8vo. swd. 6d. and is. SIMPKIN, Sep. Il Ainsworth (Percy C.)-Poems and sonnets. 12mo. 28. 6d. net C. H. KELLY, Dec. 10 Ainsworth (Percy C.)-A Thornless world, and other sermons. Cr. 8vo. 8 X 51, pp. 238, 3s. 6d. net ...C. H. KELLY, Dec. II Ainsworth (W. Harrison)-Old St. Paul's. 12mo. pp. 492, s. net ; Ithr. 2s. net (Everyman's library) ..DENT, Sep. 11","Ailsa Page, Chambers",R. W.,,DENT,2s.,0.1,8vo.,"Ailsa Page, Chambers (R. W.) 6s. ..Mar.is Ainsley's Nautical almanac and tide tables for 1912. 8vo. swd. 6d. and is. SIMPKIN, Sep. Il Ainsworth (Percy C.)-Poems and sonnets. 12mo. 28. 6d. net C. H. KELLY, Dec. 10 Ainsworth (Percy C.)-A Thornless world, and other sermons. Cr. 8vo. 8 X 51, pp. 238, 3s. 6d. net ...C. H. KELLY, Dec. II Ainsworth (W. Harrison)-Old St. Paul's. I 2mo. pp. 492, IS. net ; Ithr. 25. net (Everyman's library) ..DENT, Sep. 11","R. W. Ailsa Page, Chambers","['Ailsa Page, Chambers (R. W.)']",,Sep. 11,net
"Alcott (Louisa M.)--Good wives. New edit. Cr. 8vo. 71 x5, pp. 324, 2s. 6d. net BELL, Oct. 11",Alcott,Louisa M.,Good wives,BELL,2s. 6d.,0.125,8vo.,"Alcott (Louisa M.)--Good wives. New edit. Cr. 8vo. 71 x5, pp. 324, 25. 6d. net BELL, Oct. 11",Louisa M. Alcott,['Alcott (Louisa M.)'],,Oct. 11,net
"Alcott (Louisa M.)-Little men : life at Plumfield with Jo's boys. New and cheaper edit. Cr. 8vo. pp. 304, 1s. net ..Low, Oct. II Alcott (Louisa M.)- Little men. 12mo. pp. 308 1s, net; Ithr, 2s, net (Everyman's library) DENT, Sep. It Alcott (Louisa M.)-Little women. 4to. 81X6 pp. 278, 3s. 6d. . NELSON, Oct. II Alcott (Louisa M.)-Little women ; and Little women wedded ; or, Meg, Jo, Beth and Amy. Cr. 8vo., pp. 460, is. net...... Low, Dec. II Alcott (Louisa M.)-The Louisa Alcott reader : a supplementary reader. Cr. 8vo. s. net Low, Nov. II Alden (Edward C.)-Oxford: 50 water-colour drawings, 3s. 6d. net... . Dec, II Alderman (E. A.) and Gordon (A. C.)-J. L. M. Curry; a biography. . Cr. 8vo. 8s. 6d. net. MACMILLAN, Aug. II Alderson (Wilfred E.)-Dental anæsthetics : A text-book for students and practitioners. 12mo. 64 X4, pp. 108, 3s. net......SIMPKIN, Oct. II Aldin (Cecil)-Cecil Aldin's Happy family, Master Quack, Forager, Rufus, Rags, Hungry Peter, Humpty and Dumpty. 4to., bds., ea. is. net; in i vol., 7s. 6d. net FROWDE, Od. II Aldin (Cecil)—Merry and bright. 4to., 6s. net FROWDE, Oct. II Aldin (Cecil)—Puppy tails, 4to. bds. 2s. 6d, net LAWRENCE & J., Sep. II Aldington (M.)-A Man of Kent. Cr. 8vo. 'swd. s. net ....J. HEYWOOD, Mar. II Alexander (Evelyn)—The Essence of life. Cr. 8vo. 74x44, pp. 320, 6s. ...LONG, Jan. II Alexander (G. Glover)--The Administration of justice in criminal matters (in England and Wales). Ryl. 16mo. pp. 166, is, net CAMB. UNIV. PRESS, Apr. II Alexander (J.)-The Truth about Egypt. 8vo., 81 X54, pp. 400, 78. 6d. net.. CASSELL, June 11",Alcott,Louisa M.,Little men : life at Plumfield with Jo's boys,CASSELL,6d.,0.025,8vo.,"Alcott (Louisa M.)-Little men : life at Plumfield with Jo's boys. New and cheaper edit. Cr. 8vo. pp. 304, Is. net ..Low, Oct. II Alcott (Louisa M.)- Little men. 12mo. pp. 308 Is, net; Ithr, 2s, net (Everyman's library) DENT, Sep. It Alcott (Louisa M.)-Little women. 4to. 81X6 pp. 278, 35. 6d. . NELSON, Oct. II Alcott (Louisa M.)-Little women ; and Little women wedded ; or, Meg, Jo, Beth and Amy. Cr. 8vo., pp. 460, is. net...... Low, Dec. II Alcott (Louisa M.)-The Louisa Alcott reader : a supplementary reader. Cr. 8vo. IS. net Low, Nov. II Alden (Edward C.)-Oxford: 50 water-colour drawings, 3s. 6d. net... . Dec, II Alderman (E. A.) and Gordon (A. C.)-J. L. M. Curry; a biography. . Cr. 8vo. 8s. 6d. net. MACMILLAN, Aug. II Alderson (Wilfred E.)-Dental anæsthetics : A text-book for students and practitioners. 12mo. 64 X4, pp. 108, 3s. net......SIMPKIN, Oct. II Aldin (Cecil)-Cecil Aldin's Happy family, Master Quack, Forager, Rufus, Rags, Hungry Peter, Humpty and Dumpty. 4to., bds., ea. is. net; in i vol., 75. 6d. net FROWDE, Od. II Aldin (Cecil)—Merry and bright. 4to., 6s. net FROWDE, Oct. II Aldin (Cecil)—Puppy tails, 4to. bds. 2s. 6d, net LAWRENCE & J., Sep. II Aldington (M.)-A Man of Kent. Cr. 8vo. 'swd. IS. net ....J. HEYWOOD, Mar. II Alexander (Evelyn)—The Essence of life. Cr. 8vo. 74x44, pp. 320, 6s. ...LONG, Jan. II Alexander (G. Glover)--The Administration of justice in criminal matters (in England and Wales). Ryl. 16mo. pp. 166, is, net CAMB. UNIV. PRESS, Apr. II Alexander (J.)-The Truth about Egypt. 8vo., 81 X54, pp. 400, 78. 6d. net.. CASSELL, June 11",Louisa M. Alcott,['Alcott (Louisa M.)'],,June 11,net
"Alpe (E. N.)-The Law of stamp duties on deeds and other instruments. Rev. and amplified by Arthur B. Cane. 12th edit. 8vo. 81 X54, pp. 398, ios. net ... · JORDAN, Mar. 11",Alpe,E. N.,The Law of stamp duties on deeds and other instruments,JORDAN,,0.0,8vo.,"Alpe (E. N.)-The Law of stamp duties on deeds and other instruments. Rev. and amplified by Arthur B. Cane. 12th edit. 8vo. 81 X54, pp. 398, ios. net ... · JORDAN, Mar. 11",E. N. Alpe,['Alpe (E. N.)'],,Mar. 11,
"Amazon, Travels on the, Wallace (A. R.) is. net May II Ambassador of Loss, Abbott (G. F.) Os... Sep. II Ambler (B. G.)- Alfred, Lord Tennyson, his homes and haunts. 8vo. 8 X54, pp. 96, bds. s, 6d. net (Pilgrim books)...... JACK, June 11",,,"Amazon, Travels on the, Wallace (A. R.) is",JACK,6d.,0.025,8vo.,"Amazon, Travels on the, Wallace (A. R.) is. net May II Ambassador of Loss, Abbott (G. F.) Os... Sep. II Ambler (B. G.)- Alfred, Lord Tennyson, his homes and haunts. 8vo. 8 X54, pp. 96, bds. IS, 6d. net (Pilgrim books)...... JACK, June 11",,,,June 11,net
"American annual of photography (The), 1911, 8yo.. swd. 3s. net . DAWBARN, Jan. 11",,,American annual of photography (The),DAWBARN,3s.,0.15,,"American annual of photography (The), 1911, 8yo.. swd. 3s. net . DAWBARN, Jan. 11",,,,Jan. 11,net
"American revolution, Beginnings of, Chase (E.) 25s. net .Feb. II American securities, Obsolete. Vol. 2. 20s, net Oct. II American society: As I remember, Gouvernour (M.) 78. 6d, net... ...Oct. II American Sociological Society-Fifth annual meeting, papers and proceedings. Cr. 8vo. swd. 6s. net CAMB. UNIV. PRESS, Oct. II American text-book of operative dentistry; in contributions by eminent authorities. 4th edit., rev. and enlarged. 8vo., 26s. net H. KIMPTON, Nov. II American towns, Cost of living in (post free), 5s. 7d. WYMAN, Apr. 11",,,"American revolution, Beginnings of, Chase (E.)",WYMAN,5s. 7d.,0.2791666666666667,8vo.,"American revolution, Beginnings of, Chase (E.) 255. net .Feb. II American securities, Obsolete. Vol. 2. 20s, net Oct. II American society: As I remember, Gouvernour (M.) 78. 6d, net... ...Oct. II American Sociological Society-Fifth annual meeting, papers and proceedings. Cr. 8vo. swd. 6s. net CAMB. UNIV. PRESS, Oct. II American text-book of operative dentistry; in contributions by eminent authorities. 4th edit., rev. and enlarged. 8vo., 265. net H. KIMPTON, Nov. II American towns, Cost of living in (post free), 5s. 7d. WYMAN, Apr. 11",,,,Apr. 11,
"Among the hills, Farrer (R.) 1os. 6d. net.. Oct. II Among the idolmakers, Jacks (L. P.) 5s. net - Nov. II Amphibious wars, Aston (G. G.) 1os. 6d. net Jan. II Amschewitz (J. H.)- Everyman, 42s., 52s. 6d. net Oct. II Amurath to Amurath, Bell (G. L.) 16s, net Jan, II Amusements, Indoor, Manson (J. A.) 3s. 60. Νου. ΙΙ Amyot (Jacques)—Deux vies parallèles (Plutarch]. 12mo., pp. 180, 1s, net........ .DENT, May 11",,,"Among the hills, Farrer (R.)",DENT,1s.,0.05,12mo.,"Among the hills, Farrer (R.) 1os. 6d. net.. Oct. II Among the idolmakers, Jacks (L. P.) 5s. net - Nov. II Amphibious wars, Aston (G. G.) 1os. 6d. net Jan. II Amschewitz (J. H.)- Everyman, 425., 525. 6d. net Oct. II Amurath to Amurath, Bell (G. L.) 16s, net Jan, II Amusements, Indoor, Manson (J. A.) 35. 60. Νου. ΙΙ Amyot (Jacques)—Deux vies parallèles (Plutarch]. 12mo., pp. 180, Is, net........ .DENT, May 11",,,,May 11,net
"And the Word was made flesh: meditations on XV mysteries of the rosary, by Ephraem. 8vo., pp. 150, 2s. net St. ANSELM's Soc., May 10 Andersen (Hans Christian)-Fairy tales. 12mo., pp. 444, 1s. net ; Ithr. 2s. net. (Illus. pocket classics). W. COLLINS, May II Andersen (Hans)-Fairy tales. Illus, by Helene Stratton, 4to. 8 X 58, pp. 458, 35, 6d. CONSTABLE, Sep, II Andersen (Hans)-Fairy tales. Trans. by H. Oskar Sommer. Illus. by Cecile Walton, Ryi. 8vo. 91 x6, pp. 432, 7s. 6d. net JACK, Sep. II Andersen (Hans)-Stories from Andersen. Cr. 8vo. pp. 126, is. ..BLACKIE, Sep. II Andersen (Hans)-Stories from. With illus. by Edmund Dulac. 4to. 111x8}, pp. 260, 155 net. Large paper ed., 423. net HODDER & S., Oct. Il Andersen (Hans)—The Wild Swans and other tales. Cr. 8vo. pp. 126, s...BLACKIE, Sep. II Anderson (A. J.)-When Satan took flesh: a, novel for married persons. Cr. 8vo. 71 X 43. pp. 332, 6s.... S. PAUL, Aug. II Anderson (C. J.) and others—South African exploration (“ South Africa  Handbooks, No. 63.) First series. 8vo., swd., 6d. “ SOUTH AFRICA, Oct. 11",,,"And the Word was made flesh: meditations on XV mysteries of the rosary, by Ephraem",SOUTH AFRICA,,0.0,8vo.,"And the Word was made flesh: meditations on XV mysteries of the rosary, by Ephraem. 8vo., pp. 150, 2s. net St. ANSELM's Soc., May 10 Andersen (Hans Christian)-Fairy tales. 12mo., pp. 444, Is. net ; Ithr. 25. net. (Illus. pocket classics). W. COLLINS, May II Andersen (Hans)-Fairy tales. Illus, by Helene Stratton, 4to. 8 X 58, pp. 458, 35, 6d. CONSTABLE, Sep, II Andersen (Hans)-Fairy tales. Trans. by H. Oskar Sommer. Illus. by Cecile Walton, Ryi. 8vo. 91 x6, pp. 432, 7s. 6d. net JACK, Sep. II Andersen (Hans)-Stories from Andersen. Cr. 8vo. pp. 126, is. ..BLACKIE, Sep. II Andersen (Hans)-Stories from. With illus. by Edmund Dulac. 4to. 111x8}, pp. 260, 155 net. Large paper ed., 423. net HODDER & S., Oct. Il Andersen (Hans)—The Wild Swans and other tales. Cr. 8vo. pp. 126, IS...BLACKIE, Sep. II Anderson (A. J.)-When Satan took flesh: a, novel for married persons. Cr. 8vo. 71 X 43. pp. 332, 6s.... S. PAUL, Aug. II Anderson (C. J.) and others—South African exploration (“ South Africa  Handbooks, No. 63.) First series. 8vo., swd., 6d. “ SOUTH AFRICA, Oct. 11",,,,Oct. 11,
"Anderson (George) - The Scottish pastor : a manual of pastoral theology. Cr. 8vo. 74 XS, pp. 192, 2s. 6d. net ..W. BLACKWOOD, Feb. II Anderson (J. H.) The Franco-German war, July 15-September 1, 1870. 8vo. 81x5s. pp. 110, 3s. 6d. net .REES, Mar. II Anderson (J. H.) The Russo-Japanese war on land, 1904-1905: August 24 to October 30. 1904, Vol. 2. 8vo. 84x5, pp. 136, 3s. 6d. net H. REES, Oct. 11",Anderson,George,The Scottish pastor : a manual of pastoral theology,H. REES,3s. 6d.,0.175,8vo.,"Anderson (George) - The Scottish pastor : a manual of pastoral theology. Cr. 8vo. 74 XS, pp. 192, 25. 6d. net ..W. BLACKWOOD, Feb. II Anderson (J. H.) The Franco-German war, July 15-September 1, 1870. 8vo. 81x55. pp. 110, 35. 6d. net .REES, Mar. II Anderson (J. H.) The Russo-Japanese war on land, 1904-1905: August 24 to October 30. 1904, Vol. 2. 8vo. 84x5, pp. 136, 3s. 6d. net H. REES, Oct. 11",George Anderson,['Anderson (George)'],,Oct. 11,net
