entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Åbor, On the track of the, Millington (P.) 3s. 6d. net About us. Oblong 4to., bds. 2s. 6d. NISTER, Sep. 12",,,"Åbor, On the track of the, Millington (P.)",NISTER,2s. 6d.,4to.,"Åbor, On the track of the, Millington (P.) 35. 6d. net About us. Oblong 4to., bds. 25. 6d. NISTER, Sep. 12",,,,Sep. 12,1912,
"Academy architecture and architectural review, 1911.-Vol. 40, Founded by Alex. Koch. 4to., 4s. rod. net, swd. 4s. net....SIMPKIN, Jan. 12",,,Academy architecture and architectural review,SIMPKIN,4s.,4to.,"Academy architecture and architectural review, 1911.-Vol. 40, Founded by Alex. Koch. 4to., 45. rod. net, swd. 4s. net....SIMPKIN, Jan. 12",,,,Jan. 12,1912,net
"Academy Architecture and architectural review. Vol. 41, 1912, part 1. 4to. 98 x74, pp. 168, 4s. rod. net; swd, 4s, net SIMPKIN, July 12",,,Academy Architecture and architectural review,SIMPKIN,4s.,4to.,"Academy Architecture and architectural review. Vol. 41, 1912, part 1. 4to. 98 x74, pp. 168, 45. rod. net; swd, 4s, net SIMPKIN, July 12",,,,July 12,1912,net
"ABC Guide to the practice of the Supreme Court, 1913. Cr. 8vo., 5s. net SWEET & M., Oct. 12",,,ABC Guide to the practice of the Supreme Court,SWEET & M.,5s.,8vo.,"ABC Guide to the practice of the Supreme Court, 1913. Cr. 8vo., 55. net SWEET & M., Oct. 12",,,,Oct. 12,1912,net
"A. L.–Animal making packet. A. M. O. assorted packet. 12 sheets oblong 4to. 6d. net E. J. ARNOLD, Dec. 12",,,A. L.–Animal making packet,E. J. ARNOLD,6d.,4to.,"A. L.–Animal making packet. A. M. O. assorted packet. 12 sheets oblong 4to. 6d. net E. J. ARNOLD, Dec. 12",,,,Dec. 12,1912,net
"Abbotsford. 8vo., 9 X64, pp. 64, bds. 1s. 6d. net (Beautiful Britain.) .BLACK, May 12",,,Abbotsford,BLACK,1s. 6d.,8vo.,"Abbotsford. 8vo., 9 X64, pp. 64, bds. Is. 6d. net (Beautiful Britain.) .BLACK, May 12",,,,May 12,1912,net
"2s., s, net net Academy Architecture and Architectural Review. Edit. by Alex. Koch. Vol. 42. 4to. 4s. rod., swd. 4s. net SIMPKIN, Dec. 12",,,,SIMPKIN,4s.,4to.,"25., IS, net net Academy Architecture and Architectural Review. Edit. by Alex. Koch. Vol. 42. 4to. 45. rod., swd. 45. net SIMPKIN, Dec. 12",,,,Dec. 12,1912,net
"Acts-Arbroath Corporation gas order, 9}d. ; Education Board provisional orders, London is, ofd. (post free) ... WYMAN, Oct. 12",,,Acts-Arbroath Corporation gas order,WYMAN,,,"Acts-Arbroath Corporation gas order, 9}d. ; Education Board provisional orders, London is, ofd. (post free) ... WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts--Ashborne Urban District Council, is. 7d. ; Stepney Borough Council, Spitalfields Market, 6 d.; Gas Companies standard burner, Iod. (post free) ... WYMAN, Oct. 12",,,"Acts--Ashborne Urban District Council, is",WYMAN,,,"Acts--Ashborne Urban District Council, is. 7d. ; Stepney Borough Council, Spitalfields Market, 6 d.; Gas Companies standard burner, Iod. (post free) ... WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts-Australian Agricultural Company, 1912, 3s. 1 d.; Birkbeck Share and Debenture Trust, 1912, 9 d.; Price's Patent Candle Company, Ltd., 6}d. (post free) WYMAN, Aug. 12",,,Acts-Australian Agricultural Company,WYMAN,,,"Acts-Australian Agricultural Company, 1912, 3s. 1 d.; Birkbeck Share and Debenture Trust, 1912, 9 d.; Price's Patent Candle Company, Ltd., 6}d. (post free) WYMAN, Aug. 12",,,,Aug. 12,1912,
"Acts—Bedwellty Urban District Council, 1912, 5s. 5d. (post free) WYMAN, Dec. 12",,,Acts—Bedwellty Urban District Council,WYMAN,5s. 5d.,,"Acts—Bedwellty Urban District Council, 1912, 55. 5d. (post free) WYMAN, Dec. 12",,,,Dec. 12,1912,
"Acts-Christchurch Gas, 1912, is. rod. ; Winder- mere District Gas, 1912, 1s. 3 d. (post free) WYMAN, Nov. 12",,,Acts-Christchurch Gas,WYMAN,,,"Acts-Christchurch Gas, 1912, is. rod. ; Winder- mere District Gas, 1912, Is. 3 d. (post free) WYMAN, Nov. 12",,,,Nov. 12,1912,
"Acts—Church Stretton Urban District water, s. Iod.; Land drainage (Lincoln, West), 6}d. ; Local Government Board (Ireland), provisional orders confirmation No. 2, is. oļd. (post free) WYMAN, Oct. 12",,,"Acts—Church Stretton Urban District water, s",WYMAN,,,"Acts—Church Stretton Urban District water, IS. Iod.; Land drainage (Lincoln, West), 6}d. ; Local Government Board (Ireland), provisional orders confirmation No. 2, is. oļd. (post free) WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts—Criminal law amendment, 1d.; West Riding of Yorkshire Asylums, 2s. 10}d. ; Ilanelly Rural District water, 2s. 101d. (post free) . . WYMAN, Dec. 12",,,Acts—Criminal law amendment,WYMAN,2s. 101d.,,"Acts—Criminal law amendment, 1d.; West Riding of Yorkshire Asylums, 25. 10}d. ; Ilanelly Rural District water, 2s. 101d. (post free) . . WYMAN, Dec. 12",,,,Dec. 12,1912,
"Acts—Derwent Valley water, 3}d. ; Sea fisheries, Conway, 6 d. ; Dunbar water order, 2s. 7d. ; Gas and water orders, is. 7d. ; London Trust Company, 6 d. (post free) WYMAN, Oct. 12",,,Acts—Derwent Valley water,WYMAN,,,"Acts—Derwent Valley water, 3}d. ; Sea fisheries, Conway, 6 d. ; Dunbar water order, 25. 7d. ; Gas and water orders, is. 7d. ; London Trust Company, 6 d. (post free) WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts-Tiducation Board provisional order, Essex, 6 d.; Kent, 9 d. (post free).. WYMAN, Oct. 12",,,"Acts-Tiducation Board provisional order, Essex",WYMAN,,,"Acts-Tiducation Board provisional order, Essex, 6 d.; Kent, 9 d. (post free).. WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts—Egremont Urban District Water Act, 1912, 2s. id. ; Clyde Lighthouses Order Act, is. 4d. ; Dunstable Gas Act, 1912, 2s. id. (post free). WYMAN, Sep. 12",,,Acts—Egremont Urban District Water Act,WYMAN,,,"Acts—Egremont Urban District Water Act, 1912, 25. id. ; Clyde Lighthouses Order Act, is. 4d. ; Dunstable Gas Act, 1912, 25. id. (post free). WYMAN, Sep. 12",,,,Sep. 12,1912,
"Acts—Elementary school teachers' superannua- tion, id.; Seal fisheries (North Pacific), 1d.; Public works loans, 1 d. (post free) WYMAN, Aug. 12",,,"Acts—Elementary school teachers' superannua- tion, id.; Seal fisheries (North Pacific)",WYMAN,,,"Acts—Elementary school teachers' superannua- tion, id.; Seal fisheries (North Pacific), Id.; Public works loans, 1 d. (post free) WYMAN, Aug. 12",,,,Aug. 12,1912,
"Acts-Glasgow Boundaries, 1912, 4s. 8d.; Brodsworth and District Gas, 1912, 2s. 4d. (post free) ... ...WYMAN, Oct. 12",,,Acts-Glasgow Boundaries,WYMAN,2s. 4d.,,"Acts-Glasgow Boundaries, 1912, 45. 8d.; Brodsworth and District Gas, 1912, 25. 4d. (post free) ... ...WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts-Glasgow water, 1912, 2s. id. ; Exe fisheries order, 1912, 1s. 4d. (post free) .. WYMAN, Oct. 12",,,Acts-Glasgow water,WYMAN,1s. 4d.,,"Acts-Glasgow water, 1912, 25. id. ; Exe fisheries order, 1912, 1s. 4d. (post free) .. WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts—Kingston - upon - Hull Corporation pro- visional order confirmation Act, 3}d. (post free) WYMAN, Oct. 12",,,Acts—Kingston - upon - Hull Corporation pro- visional order confirmation Act,WYMAN,,,"Acts—Kingston - upon - Hull Corporation pro- visional order confirmation Act, 3}d. (post free) WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts—Local Government Board's provisional orders. No. 1, 91d.; No. 2, 1s. old.; No. 3, s. 4d.; No. 4, is, 6d.; No. 7, 2s, id. ; No. 8, 1s, o d.; No. 10, 1s. 6ļd. (post free) WYMAN, Sep. 12",,,Acts—Local Government Board's provisional orders,WYMAN,,,"Acts—Local Government Board's provisional orders. No. 1, 91d.; No. 2, Is. old.; No. 3, IS. 4d.; No. 4, is, 6d.; No. 7, 2s, id. ; No. 8, Is, o d.; No. 10, Is. 6ļd. (post free) WYMAN, Sep. 12",,,,Sep. 12,1912,
"Acts—Local Government Board's provisional order, No. 6, 2s. id. ; No. 5, is. 7d.; ditto Ireland, No. 1, 1s. 3}d.; Ireland, No. 3, 9fd. (post free) . WYMAN, Oct. 12",,,Acts—Local Government Board's provisional order,WYMAN,,,"Acts—Local Government Board's provisional order, No. 6, 25. id. ; No. 5, is. 7d.; ditto Ireland, No. 1, Is. 3}d.; Ireland, No. 3, 9fd. (post free) . WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts Local Government Board's provi- sional order, No. 12, 2s, rod. ; Do. Gas, 2s. 7d. ; Southgate and district gas, 3}d. ; Brighton and Hove gas, 3 d.; Bradford Corporation trolly vehicles order, confirmation, 3}d. (post free) WYMAN, Oct. 12",,,Acts Local Government Board's provi- sional order,WYMAN,,,"Acts Local Government Board's provi- sional order, No. 12, 2s, rod. ; Do. Gas, 25. 7d. ; Southgate and district gas, 3}d. ; Brighton and Hove gas, 3 d.; Bradford Corporation trolly vehicles order, confirmation, 3}d. (post free) WYMAN, Oct. 12",,,,Oct. 12,1912,
"Acts—Metropolitan Railway, 1912, 4s. 4d., Staffordshire Potteries waterworks act, 1912, 2s. 7d., (post free)........ WYMAN, Dec. 12",,,Acts—Metropolitan Railway,WYMAN,2s. 7d.,,"Acts—Metropolitan Railway, 1912, 45. 4d., Staffordshire Potteries waterworks act, 1912, 25. 7d., (post free)........ WYMAN, Dec. 12",,,,Dec. 12,1912,
"Acts— Military lands provisional order, 3}d. ; Local Government Board's provisional order, No. 9, 2s. id. ; ditto, No. 11, 2s. 7d. (post free) WYMAX, Sep. 12",,,Acts— Military lands provisional order,WYMAX,2s. 7d.,,"Acts— Military lands provisional order, 3}d. ; Local Government Board's provisional order, No. 9, 25. id. ; ditto, No. 11, 25. 7d. (post free) WYMAX, Sep. 12",,,,Sep. 12,1912,
"Acts-Penwortham Bridge, 2s. 1d.; Pier and harbour orders, No. 2, 2s. rod. ; Tramways orders, 4s. 5d. ; Sea fisheries : Lynn provisional order, is. old. ; Stockport Corporation, is. id. ; Clyde Valley electrical power order, is. 4d. ; Electric lighting orders No. 2, 28. 4d. (post free) WYMAN, Oct. 12",,,Acts-Penwortham Bridge,WYMAN,4d.,,"Acts-Penwortham Bridge, 25. Id.; Pier and harbour orders, No. 2, 25. rod. ; Tramways orders, 4s. 5d. ; Sea fisheries : Lynn provisional order, is. old. ; Stockport Corporation, is. id. ; Clyde Valley electrical power order, is. 4d. ; Electric lighting orders No. 2, 28. 4d. (post free) WYMAN, Oct. 12",,,,Oct. 12,1912,
