entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"A B C auction sales record: with full descriptions and prices for the year 1920 of old English silver. Compiled by Alfred J. Abbey. Cr. 8vo. 7×5, pp. 128, 5s. net. .S. PAUL, July '21",,,A B C auction sales record: with full descriptions and prices for the year,S. PAUL,5s.,8vo.,"A B C auction sales record: with full descriptions and prices for the year 1920 of old English silver. Compiled by Alfred J. Abbey. Cr. 8vo. 7×5, pp. 128, 5s. net. .S. PAUL, July '21",,,,July '21,1921,net
"A B C guide to the practice of the Supreme Court. 1922. By F. R. P. Stringer. 17th ed. Cr. 8vo. pp. 219, 8s. 6d. net SWEET & M., Nov. '21",,,A B C guide to the practice of the Supreme Court,SWEET & M.,8s. 6d.,8vo.,"A B C guide to the practice of the Supreme Court. 1922. By F. R. P. Stringer. 17th ed. Cr. 8vo. pp. 219, 8s. 6d. net SWEET & M., Nov. '21",,,,Nov. '21,1921,net
"A.B.C. motor, marine and aircraft guide, 1921 (The): including a topographical transport directory to 4,670 places in the United King- dom. Compiled by W. C. Bersey and A. Dorey. 4to. 8×7, pp. 526, 7s. 6d. net TECHNICAL PUBG. CO., Aug. '21",,,"A.B.C. motor, marine and aircraft guide",TECHNICAL PUBG. CO.,7s. 6d.,4to.,"A.B.C. motor, marine and aircraft guide, 1921 (The): including a topographical transport directory to 4,670 places in the United King- dom. Compiled by W. C. Bersey and A. Dorey. 4to. 8×7, pp. 526, 7s. 6d. net TECHNICAL PUBG. CO., Aug. '21",,,,Aug. '21,1921,net
"A.L. Challenge test cards (The). Grade 2. Containing: (a) Mechanical sums; (b) Three sets of tests; (c) Syllabus card; (d) Two sets of answers. Cr. 8vo. 6× 5, ppr. packet, 3s.net.. .E. J. ARNOLD, Feb. '21",,,A.L. Challenge test cards (The),E. J. ARNOLD,3s.,8vo.,"A.L. Challenge test cards (The). Grade 2. Containing: (a) Mechanical sums; (b) Three sets of tests; (c) Syllabus card; (d) Two sets of answers. Cr. 8vo. 6× 5, ppr. packet, 3s.net.. .E. J. ARNOLD, Feb. '21",,,,Feb. '21,1921,net
"A. L. Challenge test cards (The). Grade 3. Containing: (a) Mechanical sums; (b) Three sets of tests; (c) Syllabus card; (d) Two sets of answers. Cr. 8vo. 6x 5, cards swd. 3s. net E. J. ARNOLD, Mar. '21",,,A. L. Challenge test cards (The),E. J. ARNOLD,3s.,8vo.,"A. L. Challenge test cards (The). Grade 3. Containing: (a) Mechanical sums; (b) Three sets of tests; (c) Syllabus card; (d) Two sets of answers. Cr. 8vo. 6x 5, cards swd. 3s. net E. J. ARNOLD, Mar. '21",,,,Mar. '21,1921,net
"A. L. Challenge test cards (The). Grade 5. Cr. 8vo. 61× 5, swd. 3s. net packet E. J. ARNOLD, May '21",,,A. L. Challenge test cards (The),E. J. ARNOLD,,8vo.,"A. L. Challenge test cards (The). Grade 5. Cr. 8vo. 61× 5, swd. 3s. net packet E. J. ARNOLD, May '21",,,,May '21,1921,
"A. L. Challenge test cards (The). Grade 7. Cr. 8vo. 61×4, per swd. packet 3s. net E. J. ARNOLD, Oct. '21",,,A. L. Challenge test cards (The),E. J. ARNOLD,3s.,8vo.,"A. L. Challenge test cards (The). Grade 7. Cr. 8vo. 61×4, per swd. packet 3s. net E. J. ARNOLD, Oct. '21",,,,Oct. '21,1921,net
"A.L. County cookery book (The). Compiled by a County Education Secretary and Domestic Subjects Staff. Cr. 8vo. 7×51, pp. 111, swd. 1s. 3d. net... . . . . . . . . . ....E. J. ARNOLD, Mar. '21",,,A.L. County cookery book (The),E. J. ARNOLD,1s. 3d.,8vo.,"A.L. County cookery book (The). Compiled by a County Education Secretary and Domestic Subjects Staff. Cr. 8vo. 7×51, pp. 111, swd. Is. 3d. net... . . . . . . . . . ....E. J. ARNOLD, Mar. '21",,,,Mar. '21,1921,net
"A. L. Geography work-book of the British 1sles. Roy. 8vo. 91×71, pp. 24, swd. 1s. net ('A L'Geographical ser.)....E. J. ARNOLD, May 21",,,A. L. Geography work-book of the British,E. J. ARNOLD,1s.,8vo.,"A. L. Geography work-book of the British Isles. Roy. 8vo. 91×71, pp. 24, swd. Is. net ('A L'Geographical ser.)....E. J. ARNOLD, May 21",,,,May 21,1921,net
"A.L. Nature note book and garden diary (The). 8vo. 8×61, pp. 70, swd. 1s. 9d. net E. J. ARNOLD, Feb. '21",,,A.L. Nature note book and garden diary (The),E. J. ARNOLD,1s. 9d.,8vo.,"A.L. Nature note book and garden diary (The). 8vo. 8×61, pp. 70, swd. Is. 9d. net E. J. ARNOLD, Feb. '21",,,,Feb. '21,1921,net
