,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
10,"Abdur Rahman-Eine kritische Profung der Quellen des 1slamitischen Rechts : sources of Muslim law. Ryl. 8vo. 101 x 71, pp. 236, 21s. net MILFORD, July 14",,,Abdur Rahman-Eine kritische Profung der Quellen des,MILFORD,21s.,8vo.,"Abdur Rahman-Eine kritische Profung der Quellen des Islamitischen Rechts : sources of Muslim law. Ryl. 8vo. 101 x 71, pp. 236, 21s. net MILFORD, July 14",,,,July 14,1914,net
11,"Abell (Francis)-Prisoners of war in Britain 1765 to 1815: a record of their lives, their romance and their sufferings. Illus. 8vo. 9: X5, pp. 472, 15s. net.... MILFORD, Nov. 14",Abell,Francis,Prisoners of war in Britain,MILFORD,15s.,8vo.,"Abell (Francis)-Prisoners of war in Britain 1765 to 1815: a record of their lives, their romance and their sufferings. Illus. 8vo. 9: X5, pp. 472, 155. net.... MILFORD, Nov. 14",Francis Abell,['Abell (Francis)'],,Nov. 14,1914,net
12,"Abercrombie (Lascelles)— The Epic. 12mo., pp. 96, is, net. (Art and craft of letters) M. SECKER, May 14",Abercrombie,Lascelles,The Epic,M. SECKER,,12mo.,"Abercrombie (Lascelles)— The Epic. 12mo., pp. 96, is, net. (Art and craft of letters) M. SECKER, May 14",Lascelles Abercrombie,['Abercrombie (Lascelles)'],,May 14,1914,
13,"Abraham (Ashley P.)-Beautiful north Wales. Illus. 4to. 11X8}, pp. 52, bds, 3s. 6d. net AUTHOR, May 14",Abraham,Ashley P.,Beautiful north Wales,AUTHOR,3s. 6d.,4to.,"Abraham (Ashley P.)-Beautiful north Wales. Illus. 4to. I1X8}, pp. 52, bds, 3s. 6d. net AUTHOR, May 14",Ashley P. Abraham,['Abraham (Ashley P.)'],,May 14,1914,net
14,"Abraham (J. Johnston)—The Night nurse. New and cheaper edit. Cr. 8vo. 7} 4, pp. 322, 29. net CHAPMAN & H., Sep. 14",Abraham,J. Johnston,The Night nurse,CHAPMAN & H.,,8vo.,"Abraham (J. Johnston)—The Night nurse. New and cheaper edit. Cr. 8vo. 7} 4, pp. 322, 29. net CHAPMAN & H., Sep. 14",J. Johnston Abraham,['Abraham (J. Johnston)'],,Sep. 14,1914,
15,"Abrahams (Adolphe) see Herschell (G.) and Abrahams. Abrams (D. A.)-Tests of bond between concrete and steel. 8vo., 4s. 6d. net CHAPMAN & H., Aug. 14",Abrahams,Adolphe,Tests of bond between concrete and steel,CHAPMAN & H.,4s. 6d.,8vo.,"Abrahams (Adolphe) see Herschell (G.) and Abrahams. Abrams (D. A.)-Tests of bond between concrete and steel. 8vo., 4s. 6d. net CHAPMAN & H., Aug. 14",Adolphe Abrahams,"['Abrahams (Adolphe)', 'Abrams (D. A.)']",,Aug. 14,1914,net
16,"Academy architecture and architectural review. Edit. by Alex. Koch. Vol. 44. 4to. 4s. rod. net, swd. 4s. net ... SIMPKIN, Jan. 14",,,Academy architecture and architectural review,SIMPKIN,4s.,4to.,"Academy architecture and architectural review. Edit. by Alex. Koch. Vol. 44. 4to. 45. rod. net, swd. 4s. net ... SIMPKIN, Jan. 14",,,,Jan. 14,1914,net
17,"Academy architecture and architectural review. Vol. 4s. 4to, 4s. rod., swd., 4s. A. KOCH, June 14",,,Academy architecture and architectural review,A. KOCH,4s.,"4to,","Academy architecture and architectural review. Vol. 45. 4to, 4s. rod., swd., 45. A. KOCH, June 14",,,,June 14,1914,
18,"Accountants (London Association of)-Diary, articles of association, &c., 1914. 8vo. 71 X5, pp. 264, 5s. (Temple Chambers, E.C.) OFFICE, Mar. 14",Accountants,London Association of,"Diary, articles of association, &c",OFFICE,5s.,8vo.,"Accountants (London Association of)-Diary, articles of association, &c., 1914. 8vo. 71 X5, pp. 264, 5s. (Temple Chambers, E.C.) OFFICE, Mar. 14",London Association of Accountants,['Accountants (London Association of)'],,Mar. 14,1914,
19,"Accounts, Public (Committee of)—Index and digest of evidence. 3d. ... WYMAN, July 14","Accounts, Public",Committee of,Index and digest of evidence,WYMAN,3d.,,"Accounts, Public (Committee of)—Index and digest of evidence. 3d. ... WYMAN, July 14","Committee of Accounts, Public","['Accounts, Public (Committee of)']",,July 14,1914,
20,"Accounts (Public)—Report from Committee. Iļd. WYMAN, May 14",Accounts,Public,Report from Committee,WYMAN,,,"Accounts (Public)—Report from Committee. Iļd. WYMAN, May 14",Public Accounts,['Accounts (Public)'],,May 14,1914,
22,"Acland (Mrs. Arthur H. D.)–Child training : suggestions for parents and teachers. Cr. 8vo. 71 X 48, pp. 190, 2s. 6d. net SIDGWICK & J., Dec. 14",Acland,Mrs. Arthur H. D.,Child training : suggestions for parents and teachers,SIDGWICK & J.,2s. 6d.,8vo.,"Acland (Mrs. Arthur H. D.)–Child training : suggestions for parents and teachers. Cr. 8vo. 71 X 48, pp. 190, 25. 6d. net SIDGWICK & J., Dec. 14",Mrs. Arthur H. D. Acland,['Acland (Mrs. Arthur H. D.)'],,Dec. 14,1914,net
23,"Active service hints: a campaigner's tips for the bivouac, camp and trenches. Written and illus. by the staff of “ The Regiment.” 12mo., pp. 90, Swd. 6d. net .. TEMPLE PRESS, Nov. 14",,,"Active service hints: a campaigner's tips for the bivouac, camp and trenches",TEMPLE PRESS,6d.,12mo.,"Active service hints: a campaigner's tips for the bivouac, camp and trenches. Written and illus. by the staff of “ The Regiment.” 12mo., pp. 90, Swd. 6d. net .. TEMPLE PRESS, Nov. 14",,,,Nov. 14,1914,net
24,"Active service: share of non-combatant, Maltby (W. R.) ad. net.. Acton, Middlesex, Baker (W. K.) 1os. 6d., 15s. 6d. net Acts--Public General Acts, 1913; with index) tables, &c. In one vol. 8vo., 3s. WYMAN, Jan. 14",,,"Active service: share of non-combatant, Maltby (W. R.) ad",WYMAN,3s.,8vo.,"Active service: share of non-combatant, Maltby (W. R.) ad. net.. Acton, Middlesex, Baker (W. K.) 1os. 6d., 155. 6d. net Acts--Public General Acts, 1913; with index) tables, &c. In one vol. 8vo., 35. WYMAN, Jan. 14",,,,Jan. 14,1914,
25,"Acts—Index to local and private Acts 1913. . WYMAN, May 14",,,Acts—Index to local and private Acts,WYMAN,,,"Acts—Index to local and private Acts 1913. . WYMAN, May 14",,,,May 14,1914,
26,"Acts—Aberystwyth Corporation, 38. 9d. ; Aldbar Trust Estates, is. 6d. ; Barry U.D.C., 4s. 6d.; city and South London Railway, 58. 3d; Conyngham Heirlooms, 6d.; Gomm Heirlooms, 6d. ; Morley Corporation, 6s. 3d. ; Nottingham Corporation, is. 6d. ; Reading Corporation, 33. ; Silloth gas, 1s. 60.; Western Valleys (Mon. mouthshire) railless electric_traction, 3s. ; Westminster Hospital, s. WYMAN, Jan, 14",,,Acts—Aberystwyth Corporation,WYMAN,,,"Acts—Aberystwyth Corporation, 38. 9d. ; Aldbar Trust Estates, is. 6d. ; Barry U.D.C., 45. 6d.; city and South London Railway, 58. 3d; Conyngham Heirlooms, 6d.; Gomm Heirlooms, 6d. ; Morley Corporation, 6s. 3d. ; Nottingham Corporation, is. 6d. ; Reading Corporation, 33. ; Silloth gas, Is. 60.; Western Valleys (Mon. mouthshire) railless electric_traction, 35. ; Westminster Hospital, IS. WYMAN, Jan, 14",,,,"Jan, 14",1914,
28,"Acts—Army (annual) id. . WYMAN, May 14",,,Acts—Army (annual) id. ,WYMAN,,,"Acts—Army (annual) id. . WYMAN, May 14",,,,May 14,1914,
29,"Acts—Alexander Scott's Hospital and the N. of Scotland College of Agriculture order con- firmation, is. ; Crystal Palace, is; Scottish insurance companies (superannuation fund) order confirmation, ed. . WYMAN, June 14",,,"Acts—Alexander Scott's Hospital and the N. of Scotland College of Agriculture order con- firmation, is",WYMAN,,,"Acts—Alexander Scott's Hospital and the N. of Scotland College of Agriculture order con- firmation, is. ; Crystal Palace, is; Scottish insurance companies (superannuation fund) order confirmation, ed. . WYMAN, June 14",,,,June 14,1914,
30,"Acts—Grey seals (protection), fd.; British Gas Light Co., Ltd., 3d.; Colonial and Foreign Banks Guarantee Corporation, 6d. ; East Ham Corporation, 3s. ; South Metropolitan Cemetery Co., 6d. .. WYMAN, July 14",,,"Acts—Grey seals (protection), fd",WYMAN,6d.,,"Acts—Grey seals (protection), fd.; British Gas Light Co., Ltd., 3d.; Colonial and Foreign Banks Guarantee Corporation, 6d. ; East Ham Corporation, 3s. ; South Metropolitan Cemetery Co., 6d. .. WYMAN, July 14",,,,July 14,1914,
31,"Acts—Affiliation orders, id.; Agricultural hold- ings, Jd.; Aliens restriction, £d.; Anglo- Persian Oil Co., £d.; Appropriation, 3d. ; Army (supply of food, &c.), td.; Bankruptcy, uid.; British nationality and status of aliens, 2d. ; Charitable trusts, id. ; Coal mines, jd.; Constabulary and Police (Ireland), Ijd.; County and Borough Councils (Qualification), \d.; County, Town and Parish Councils (Qualification) (Scotland), ld. ; Criminal justice administration, 4d.; Currency and bank notes, id. ; Deeds of arrangement, 2d. ; Defence of the Realm, fd. ; Diseases of animals (Ireland), d.; East African Protectorates (loans), td.; Education (provision of meals), jd.; (Ditto) (Ireland), id.; Electoral disabilities (naval and military service) removal, id. ; Elementary education (defective and epileptic children), id.; Entail (Scotland), 1d.; Expiring laws continuance, id. ; Exportation of horses, fd. ; Feudal casualties (Scotland), 2 d.; Finance, Government of the Soudan, ]d.; Housing, id. ; (Ditto) (No.2), id. ; Injuries in war (com- pensation), d.; Intermediate education (Ire- land), įd.; 1sle of Man (customs), įd.; Labourers (Ireland), d.; Mall Approach (improve- ment), ijd.; Merchant shipping (certificates), id. ; (Ditto) (convention), 94d.; Metropolitan Police (employment in Scotland), fd.; Milk and dairies, 2}d.; (Ditto) (Scotland), 2}d. ; National Insurance (Part 2, amendment), 2d. ; Osborne Estate, jd. ; Patents and designs, įd.; Patents, designs and trade marks (temporary rules), įd.; Police reservists (allowances), fd.; Police (weekly rest-day) (Scotland), Jd.; Postponement of payments, įd.; Prize courts (procedure), }d.; Public works loans, id. ; River navigation improvement (Ireland), id. ; Sheffield University, kd.; Special constables (Scotland), Įd.; Superannuation (Ecclesi- astical Commissioners and Queen Anne's Bounty), id.; Trade marks, žā.; Unreason- able withholding of food supplies, }d.; Butterley Company, Ltd., s. ; Local Government Board's provisional orders confirmation (No.2), . WYMAN, Aug. 14",,,"Acts—Affiliation orders, id.; Agricultural hold- ings, Jd",WYMAN,,,"Acts—Affiliation orders, id.; Agricultural hold- ings, Jd.; Aliens restriction, £d.; Anglo- Persian Oil Co., £d.; Appropriation, 3d. ; Army (supply of food, &c.), td.; Bankruptcy, uid.; British nationality and status of aliens, 2d. ; Charitable trusts, id. ; Coal mines, jd.; Constabulary and Police (Ireland), Ijd.; County and Borough Councils (Qualification), \d.; County, Town and Parish Councils (Qualification) (Scotland), ld. ; Criminal justice administration, 4d.; Currency and bank notes, id. ; Deeds of arrangement, 2d. ; Defence of the Realm, fd. ; Diseases of animals (Ireland), d.; East African Protectorates (loans), td.; Education (provision of meals), jd.; (Ditto) (Ireland), id.; Electoral disabilities (naval and military service) removal, id. ; Elementary education (defective and epileptic children), id.; Entail (Scotland), Id.; Expiring laws continuance, id. ; Exportation of horses, fd. ; Feudal casualties (Scotland), 2 d.; Finance, Government of the Soudan, ]d.; Housing, id. ; (Ditto) (No.2), id. ; Injuries in war (com- pensation), d.; Intermediate education (Ire- land), įd.; Isle of Man (customs), įd.; Labourers (Ireland), d.; Mall Approach (improve- ment), ijd.; Merchant shipping (certificates), id. ; (Ditto) (convention), 94d.; Metropolitan Police (employment in Scotland), fd.; Milk and dairies, 2}d.; (Ditto) (Scotland), 2}d. ; National Insurance (Part 2, amendment), 2d. ; Osborne Estate, jd. ; Patents and designs, įd.; Patents, designs and trade marks (temporary rules), įd.; Police reservists (allowances), fd.; Police (weekly rest-day) (Scotland), Jd.; Postponement of payments, įd.; Prize courts (procedure), }d.; Public works loans, id. ; River navigation improvement (Ireland), id. ; Sheffield University, kd.; Special constables (Scotland), Įd.; Superannuation (Ecclesi- astical Commissioners and Queen Anne's Bounty), id.; Trade marks, žā.; Unreason- able withholding of food supplies, }d.; Butterley Company, Ltd., IS. ; Local Government Board's provisional orders confirmation (No.2), . WYMAN, Aug. 14",,,,Aug. 14,1914,
32,"Acts—Army pensions, fd. ; Articles of commerce, fd.; Bills of exchange, 1d. ; Courts (emergency powers), įd.; Currency and bank notes (amend.), įd.; Customs (exportation prohibi- tion), jd. ; Death duties (killed in war), įd.; Defence of the Realm, fd.; Education (Scot.) provision of meals, įd.; Elemen. school teachers (war service superannuation), fd.; Housing (amend.), fd.; Intoxicating liquor (temporary restriction), d.; 1sle of Man (war legislation), įd. .. WYMAN, Sep. 14",,,"Acts—Army pensions, fd",WYMAN,,,"Acts—Army pensions, fd. ; Articles of commerce, fd.; Bills of exchange, Id. ; Courts (emergency powers), įd.; Currency and bank notes (amend.), įd.; Customs (exportation prohibi- tion), jd. ; Death duties (killed in war), įd.; Defence of the Realm, fd.; Education (Scot.) provision of meals, įd.; Elemen. school teachers (war service superannuation), fd.; Housing (amend.), fd.; Intoxicating liquor (temporary restriction), d.; Isle of Man (war legislation), įd. .. WYMAN, Sep. 14",,,,Sep. 14,1914,
33,"Acts—Belfast Corporation, 3d. ; Bengal and N.W. Railway Co., 6d.; British Waterworks, 6d.; Chelsea Borough Council (superannuation), s. 3d.; Chiswick U.D.C., 9d.; Clydebank water, 6d.; Corn Exchange, 6d. ; Didcot, Newbury and Southampton Railway, 3d. ; . Electric lighting order (No. 9), ed. ; Horsforth Baptist Chapel charities, 3d.; Land drainage (Tillingham Valley), 3d.; L.G.B. prov. orders confirmation (No. 3), 9d.; (No. 5), id. ; (No. 18), 2s. 9d. ; (housing), 3d. ; Mold and Denbigh Junct. Railway, 9d. WYMAN, Sep. 14",,,Acts—Belfast Corporation,WYMAN,9d.,,"Acts—Belfast Corporation, 3d. ; Bengal and N.W. Railway Co., 6d.; British Waterworks, 6d.; Chelsea Borough Council (superannuation), IS. 3d.; Chiswick U.D.C., 9d.; Clydebank water, 6d.; Corn Exchange, 6d. ; Didcot, Newbury and Southampton Railway, 3d. ; . Electric lighting order (No. 9), ed. ; Horsforth Baptist Chapel charities, 3d.; Land drainage (Tillingham Valley), 3d.; L.G.B. prov. orders confirmation (No. 3), 9d.; (No. 5), id. ; (No. 18), 25. 9d. ; (housing), 3d. ; Mold and Denbigh Junct. Railway, 9d. WYMAN, Sep. 14",,,,Sep. 14,1914,
34,"Acts—Local Govt. (adjustments), Scot., d.; National Insurance (Navy and Army), jd.; Naval billeting, Jd.; Patents, designs, &c., temporary rules, 1d. ; Police constables (naval and military service), Įd.; Police (Scot.), limit of age, id.; Prize courts (Egypt, &c.), d.; Rates (recovery), kd.; Slaughter of animals, £d. ; Special constables, £d. ; Super- annuation, id. ; Suspensory, d. WYMAN, Sep. 14",,,Acts—Local Govt,WYMAN,,,"Acts—Local Govt. (adjustments), Scot., d.; National Insurance (Navy and Army), jd.; Naval billeting, Jd.; Patents, designs, &c., temporary rules, Id. ; Police constables (naval and military service), Įd.; Police (Scot.), limit of age, id.; Prize courts (Egypt, &c.), d.; Rates (recovery), kd.; Slaughter of animals, £d. ; Special constables, £d. ; Super- annuation, id. ; Suspensory, d. WYMAN, Sep. 14",,,,Sep. 14,1914,
35,"Acts—Nottingham Mechanics Inst. (amend.), 3d. Old Sleaford Chapel charity, 3d. ; Port of London (amend.), s. ; Railway Clearing System superannuation, 6d. ; Rhymney Rail- way, 3d. ; Sea fisheries (Emsworth), 3d. ; (Yealm), 3d. ; South Bank and Normanby gas, 6d. ; Taff Vale Ry., 9d. ; Western Valleys railless electric traction (extension), 6d. WYMAN, Sep. 14",,,Acts—Nottingham Mechanics Inst,WYMAN,6d.,,"Acts—Nottingham Mechanics Inst. (amend.), 3d. Old Sleaford Chapel charity, 3d. ; Port of London (amend.), IS. ; Railway Clearing System superannuation, 6d. ; Rhymney Rail- way, 3d. ; Sea fisheries (Emsworth), 3d. ; (Yealm), 3d. ; South Bank and Normanby gas, 6d. ; Taff Vale Ry., 9d. ; Western Valleys railless electric traction (extension), 6d. WYMAN, Sep. 14",,,,Sep. 14,1914,
36,"Acts—Provisional order (marriages), 3d.; Rhondda and Swansea Bay Ry., 2s. ; Rhymney gas, is.; Riddings gas, 2s. gd. ; St. George's Hospital, 9d. ; Severn navigation, is. ; Skegness gas, 2s. 3d. ; S. Staffordshire mines drainage, is. 3d. i Stone gas, &c., s. 9d. ; Stourbridge navigation, 6d.; Swindon Corporation (canal abandon- ment), 2s. 9d.; Tramways order, 3d.; Wick harbour, 2s.6d. WYMAN, Oct. 14",,,Acts—Provisional order (marriages),WYMAN,2s.6d.,,"Acts—Provisional order (marriages), 3d.; Rhondda and Swansea Bay Ry., 25. ; Rhymney gas, is.; Riddings gas, 25. gd. ; St. George's Hospital, 9d. ; Severn navigation, is. ; Skegness gas, 25. 3d. ; S. Staffordshire mines drainage, is. 3d. i Stone gas, &c., IS. 9d. ; Stourbridge navigation, 6d.; Swindon Corporation (canal abandon- ment), 25. 9d.; Tramways order, 3d.; Wick harbour, 2s.6d. WYMAN, Oct. 14",,,,Oct. 14,1914,
37,"Acts—Trading with the enemy, id.; War loan, jd. ; Welsh Church, 4ļd. ; Army Act, is. WYMAN, Sep. 14",,,"Acts—Trading with the enemy, id.; War loan, jd",WYMAN,,,"Acts—Trading with the enemy, id.; War loan, jd. ; Welsh Church, 4ļd. ; Army Act, is. WYMAN, Sep. 14",,,,Sep. 14,1914,
38,"U.D.C., 3s. ; Clyde navigation, 2s. ; Coatbridge drainage, &c., 38. 9d.; Colinton tramways, 6d.; Commons regulation (Gosford Green), 6d. WYMAN, Oct. 14",,,U.D.C.,WYMAN,6d.,,"U.D.C., 35. ; Clyde navigation, 2s. ; Coatbridge drainage, &c., 38. 9d.; Colinton tramways, 6d.; Commons regulation (Gosford Green), 6d. WYMAN, Oct. 14",,,,Oct. 14,1914,
39,"Acts-Dee fisheries, is. ; Dumbarton (water, &c.), 28. 9d. ; Dundee boundaries, &c., 1s. 6d.; Edinburgh water, 28. d. ; Education Board prov. order (Cambs., &c.), 9d., (London), gd. ; Electric lighting orders confirmation (No. 1) 2s. 9d. ; (No. 2), 2s. ; (No. 3), is. ; (No. 4), 3s. ; (No. 5), 1s. ; (No. 6), is, 6d. ; (No. 7), 3s. ; (No. 8), 6d.; Fishguard and Rosslare Ry., s.; Gas order confirmation (No. 2), s. ; (No. 3), 4s. 3d.; Gas and water orders con- firmation, (No. 1), 23. 3d. ; (No. 2), 28. 3d. WYMAN, Oct. 14",,,"Acts-Dee fisheries, is",WYMAN,3d.,,"Acts-Dee fisheries, is. ; Dumbarton (water, &c.), 28. 9d. ; Dundee boundaries, &c., Is. 6d.; Edinburgh water, 28. d. ; Education Board prov. order (Cambs., &c.), 9d., (London), gd. ; Electric lighting orders confirmation (No. 1) 2s. 9d. ; (No. 2), 25. ; (No. 3), is. ; (No. 4), 3s. ; (No. 5), Is. ; (No. 6), is, 6d. ; (No. 7), 3s. ; (No. 8), 6d.; Fishguard and Rosslare Ry., IS.; Gas order confirmation (No. 2), s. ; (No. 3), 4s. 3d.; Gas and water orders con- firmation, (No. 1), 23. 3d. ; (No. 2), 28. 3d. WYMAN, Oct. 14",,,,Oct. 14,1914,
40,"Acts-Glasgow Corporation order confirmation, s. 9d. ; Glasgow subway railway, 6d. ; Inclosure (Elmstone Hardwicke), 3d. ; Inverness water and gas, 6d.; Kidsgrove gas, 2s. 3d. ; Kirk- caldy Corporation, is. 9d.; Lancashire gas order, gd.; Land drainage (Rippingale), 3d. ; Leighton Buzzard gas, is. gd.; Liverpool gas, 2s. 6d.; Llanfaelog water, 3s. 3d. WYMAN, Oct. 14",,,"Acts-Glasgow Corporation order confirmation, s",WYMAN,3s. 3d.,,"Acts-Glasgow Corporation order confirmation, IS. 9d. ; Glasgow subway railway, 6d. ; Inclosure (Elmstone Hardwicke), 3d. ; Inverness water and gas, 6d.; Kidsgrove gas, 25. 3d. ; Kirk- caldy Corporation, is. 9d.; Lancashire gas order, gd.; Land drainage (Rippingale), 3d. ; Leighton Buzzard gas, is. gd.; Liverpool gas, 25. 6d.; Llanfaelog water, 35. 3d. WYMAN, Oct. 14",,,,Oct. 14,1914,
41,"Acts-Government of Ireland, 6d. WYMAN, Oct. 14",,,Acts-Government of Ireland,WYMAN,6d.,,"Acts-Government of Ireland, 6d. WYMAN, Oct. 14",,,,Oct. 14,1914,
42,"Acts—Local Government Board provisional orders confirmation (No. 1) 6d. ; (No. 4) 6d.; (No. 6), is. 3. ; (No. 7), is. 3d. ; (No. 8), is. 6d. ; (No. 9), is. 6d. ; (No. 10), is. 9d.; (No. 12), s. 6d. ; (No. 13), 9d. ; (No. 14), 6d. ; (No. 15), 2s. ; (No. 16), 28. ; (No. 16), 28. ; (No. 17), s. 3d. ; (No. 19), is. 6d. ; (No. 20), is. 9d. ; (No. 22), 9d. ; (gas), is. gd.; L.G.B. (Ireland, No. I), is. ; (No. 2), 9d. ; (No. 3), 6d. ; (No. 4), 6d. WYMAN, Oct. 14",,,Acts—Local Government Board provisional orders confirmation ,WYMAN,6d.,,"Acts—Local Government Board provisional orders confirmation (No. 1) 6d. ; (No. 4) 6d.; (No. 6), is. 3. ; (No. 7), is. 3d. ; (No. 8), is. 6d. ; (No. 9), is. 6d. ; (No. 10), is. 9d.; (No. 12), IS. 6d. ; (No. 13), 9d. ; (No. 14), 6d. ; (No. 15), 25. ; (No. 16), 28. ; (No. 16), 28. ; (No. 17), IS. 3d. ; (No. 19), is. 6d. ; (No. 20), is. 9d. ; (No. 22), 9d. ; (gas), is. gd.; L.G.B. (Ireland, No. I), is. ; (No. 2), 9d. ; (No. 3), 6d. ; (No. 4), 6d. WYMAN, Oct. 14",,,,Oct. 14,1914,
43,"Acts—L.C.C. (money), 9d. ; (tramways, &c.), s. ; London Electric Ry., 3s. ; London United Tramways, 6d. ; Mablethorpe U.D.C., 1s. 3d. ; Mansfield Ry., is. gd.; Mexborough U.D.C., 2s. ; North British Ry., gd.; N. Metropolitan Electric Power Supply, is. ; Pier and harbour orders (No. I), 6d. ; (No. 2), is. ; (No. 3), 3s. ; (No. 4), 3s. ; Preston Corporation, 5s. 3d. WYMAN, Oct. 14",,,Acts—L.C.C. (money),WYMAN,5s. 3d.,,"Acts—L.C.C. (money), 9d. ; (tramways, &c.), IS. ; London Electric Ry., 35. ; London United Tramways, 6d. ; Mablethorpe U.D.C., Is. 3d. ; Mansfield Ry., is. gd.; Mexborough U.D.C., 25. ; North British Ry., gd.; N. Metropolitan Electric Power Supply, is. ; Pier and harbour orders (No. I), 6d. ; (No. 2), is. ; (No. 3), 35. ; (No. 4), 35. ; Preston Corporation, 5s. 3d. WYMAN, Oct. 14",,,,Oct. 14,1914,
44,"Adair (Cecil)Under the incense trees. Cr. 8vo. 71 x 41, pp. 368, 6s. ...S. PAUL, May 14",Adair,Cecil,Under the incense trees,S. PAUL,6s.,8vo.,"Adair (Cecil)Under the incense trees. Cr. 8vo. 71 x 41, pp. 368, 6s. ...S. PAUL, May 14",Cecil Adair,['Adair (Cecil)'],,May 14,1914,
45,"Adam (H. L.)-The Red barn mystery. 8vo. swd., 6d. ...PEARSON, May 14",Adam,H. L.,The Red barn mystery,PEARSON,6d.,8vo.,"Adam (H. L.)-The Red barn mystery. 8vo. swd., 6d. ...PEARSON, May 14",H. L. Adam,['Adam (H. L.)'],,May 14,1914,
