entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"(Orpington : “ The Maples,” Goddington Lane) J. ABBEY, Jan. '18",,,,J. ABBEY,,,"(Orpington : “ The Maples,” Goddington Lane) J. ABBEY, Jan. '18",,,,Jan. '18,1918,
"Abbott (E. A., Rev.) Righteousness in the Gospels. Roy. 8vo. 91x67, pp 14, swd. is net ....(Brit. Academy) MILFORD, May '18",Abbott,"E. A., Rev.",Righteousness in the Gospels,MILFORD,,8vo.,"Abbott (E. A., Rev.) Righteousness in the Gospels. Roy. 8vo. 91x67, pp 14, swd. is net ....(Brit. Academy) MILFORD, May '18","E. A., Rev. Abbott","['Abbott (E. A., Rev.)']",,May '18,1918,
"Abbott (P.)-Mathematical tables and formule. Cr. 8vo. 71 x 41, pp. 62, 2s. net. (Mod. mathe- matical ser.) ..LONGMANS, Nov. '18",Abbott,P.,Mathematical tables and formule,LONGMANS,,8vo.,"Abbott (P.)-Mathematical tables and formule. Cr. 8vo. 71 x 41, pp. 62, 2s. net. (Mod. mathe- matical ser.) ..LONGMANS, Nov. '18",P. Abbott,['Abbott (P.)'],,Nov. '18,1918,
"Abbott(P.)-Elementary numerical trigonome'ry. Cr. 8vo. 7** 4$, pp. 206, swd. 5s. net. (Mod. mathematical ser.). ...LONGMANS, Nov. '18",,,Abbott(P.)-Elementary numerical trigonome'ry,LONGMANS,,8vo.,"Abbott(P.)-Elementary numerical trigonome'ry. Cr. 8vo. 7** 4$, pp. 206, swd. 5s. net. (Mod. mathematical ser.). ...LONGMANS, Nov. '18",,,,Nov. '18,1918,
"Academy. See Royul Academy. Academy Architecture and Architectural Review, 1917–1918. Ed. by Hugh W. Martin-Kaye. Ryl. 8vo. 98 x 71, pp. 115, wd 5s. net ACADEMY ARCHITECTURE” OFFICES, Alg. '18",,,Academy,OFFICES,,8vo.,"Academy. See Royul Academy. Academy Architecture and Architectural Review, 1917–1918. Ed. by Hugh W. Martin-Kaye. Ryl. 8vo. 98 x 71, pp. 115, wd 55. net ACADEMY ARCHITECTURE” OFFICES, Alg. '18",,,,Alg. '18,1918,
"Acland (Mrs. Arthur H. D.)Queer beasts and magics : an experienced grandmother's tale for grandsons. Illus. by M. A. Acland and A. S. A. Cr. 8vo. 71 x 5, pp. 156, 3s. 6d net ...SiDGWICK & J., Dec. '18",Acland,Mrs. Arthur H. D.,Queer beasts and magics : an experienced grandmother's tale for grandsons,DGWICK & J.,,8vo.,"Acland (Mrs. Arthur H. D.)Queer beasts and magics : an experienced grandmother's tale for grandsons. Illus. by M. A. Acland and A. S. A. Cr. 8vo. 71 x 5, pp. 156, 35. 6d net ...SiDGWICK & J., Dec. '18",Mrs. Arthur H. D. Acland,['Acland (Mrs. Arthur H. D.)'],,Dec. '18,1918,
"Active service French book for soldier: and sailors : containing The Soldiers' language manual, by Ajax”; “French for the Front, by E. F. Harris. 64x31, pp. 58, gd. net. MARLBOROUGH, Jan. '18",,,"Active service French book for soldier: and sailors : containing The Soldiers' language manual, by Ajax”; “French for the Front, by E. F. Harris",MARLBOROUGH,,,"Active service French book for soldier: and sailors : containing The Soldiers' language manual, by Ajax”; “French for the Front, by E. F. Harris. 64x31, pp. 58, gd. net. MARLBOROUGH, Jan. '18",,,,Jan. '18,1918,
"Acts—Index to the Public General Acts, 1917–18 ; w. tab. showing effect of year's legislation on Public General Acts ; also titles of 4 .cal and Private Acts arranged consecutively, alpha- betically, and in classes. 60. H.M. STATIONERY CFS., May '18",,,Acts—Index to the Public General Acts,H.M. STATIONERY CFS.,,,"Acts—Index to the Public General Acts, 1917–18 ; w. tab. showing effect of year's legislation on Public General Acts ; also titles of 4 .cal and Private Acts arranged consecutively, alpha- betically, and in classes. 60. H.M. STATIONERY CFS., May '18",,,,May '18,1918,
"Acts-Army (Annual), id. ; Defence of the Realm Food profits), id.; Increase of rent, &c. (Amendinent), id. ; Post Office, id.; Work- meu's compensation (Illegal employment), id. H.M. STATIONERY OFF., May '18",Acts-Army,Annual,"Defence of the Realm Food profits), id.; Increase of rent, &c",H.M. STATIONERY OFF.,,,"Acts-Army (Annual), id. ; Defence of the Realm Food profits), id.; Increase of rent, &c. (Amendinent), id. ; Post Office, id.; Work- meu's compensation (Illegal employment), id. H.M. STATIONERY OFF., May '18",Annual Acts-Army,['Acts-Army (Annual)'],,May '18,1918,
"6d. ; Acts--Consolidated Fund (No. 2), id.; Defence of the Realm (Beans, peas, and pulse Orders), 1d.; Horse breeding, id. HM. STATIONERY OFF., July '18",,,,HM. STATIONERY OFF.,,,"6d. ; Acts--Consolidated Fund (No. 2), id.; Defence of the Realm (Beans, peas, and pulse Orders), Id.; Horse breeding, id. HM. STATIONERY OFF., July '18",,,,July '18,1918,
