entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"A. L. Challenge test cards (The). Grade 5. Cr. 8vo. 61× 5, swd. 3s. net packet E. J. ARNOLD, May '21",,,A. L. Challenge test cards (The),E. J. ARNOLD,,8vo.,"A. L. Challenge test cards (The). Grade 5. Cr. 8vo. 61× 5, swd. 3s. net packet E. J. ARNOLD, May '21",,,,May '21,1921,
"Abbott (Claude Colleer)-Poems. Cr. 8vo. 7 × 58. pp. 69, 5s. net…….. .BLACKWELL, Sep. '21",Abbott,Claude Colleer,Poems,BLACKWELL,,8vo.,"Abbott (Claude Colleer)-Poems. Cr. 8vo. 7 × 58. pp. 69, 5s. net…….. .BLACKWELL, Sep. '21",Claude Colleer Abbott,['Abbott (Claude Colleer)'],,Sep. '21,1921,
"Abdallah Muhammad.-An Arabic history of Gujarat, entitled Zafar ul-Walih bi-Muzaffar wa Alih. Vol. 2. Ed. by Sir E. Denison Ross. 8vo. 21s.net. (Indian texts ser.)MURRAY, June '21",,,Abdallah Muhammad,MURRAY,,8vo.,"Abdallah Muhammad.-An Arabic history of Gujarat, entitled Zafar ul-Walih bi-Muzaffar wa Alih. Vol. 2. Ed. by Sir E. Denison Ross. 8vo. 21s.net. (Indian texts ser.)MURRAY, June '21",,,,June '21,1921,
"Abel (Mary H.)-Successful family life on the moderate income. 8×5, pp. 263, 8s. 6d. net. (Family life ser.) .LIPPINCOTT, Nov. '21",Abel,Mary H.,Successful family life on the moderate income,LIPPINCOTT,,,"Abel (Mary H.)-Successful family life on the moderate income. 8×5, pp. 263, 8s. 6d. net. (Family life ser.) .LIPPINCOTT, Nov. '21",Mary H. Abel,['Abel (Mary H.)'],,Nov. '21,1921,
"Aberdeen University-Roll of service in the Great War, 1914-1919. Edit. by Mabel Desborough Allardyce. 101x73, pp. 451 ABERDEEN UNIV. PR., Oct. '21",,,Aberdeen University-Roll of service in the Great War,ABERDEEN UNIV. PR.,,,"Aberdeen University-Roll of service in the Great War, 1914-1919. Edit. by Mabel Desborough Allardyce. 101x73, pp. 451 ABERDEEN UNIV. PR., Oct. '21",,,,Oct. '21,1921,
"Accidents (Street)-Return, 1920. id. H.M.S.O., Apr. '21",Accidents,Street,Return,H.M.S.O.,,,"Accidents (Street)-Return, 1920. id. H.M.S.O., Apr. '21",Street Accidents,['Accidents (Street)'],,Apr. '21,1921,
"Action cards, set 1. Ryl. 8vo. swd. 1s. 3d. net. (New world ser.) ..COLLINS, June '21",,,"Action cards, set 1",COLLINS,,8vo.,"Action cards, set 1. Ryl. 8vo. swd. Is. 3d. net. (New world ser.) ..COLLINS, June '21",,,,June '21,1921,
"Acts of Parliament-Administration of justice, 2d.; Agriculture, 6d. ; Air navigation, 2d.; Appropriation (No. 2), 2d.; Convocation of the Clergy Measure (No. 1), 1d.; Criminal injuries (Ireland), id.; Defence of the Realm (acquisi- tion of land), 1d.; Dyestuffs (import regula- tion), 1d.; Expiring laws continuance, id.; Government of India Act (Consolidated) as Amended by the Act of 1919, 2s. 6d.; Govern- ment of Ireland, 1s.; Housing (Scotland), 2d. ; Juvenile Courts (Metropolis), 1d.; Married women's property (Scotland), id.; Official secrets, 2d.; Public works loans, 1d.; Registrar General (Scotland), 1d.; Roads, 3d.; Unem- ployment Insurance (temporary provisions amend.), id. (all net)......H.M.Š.O., Jan. '21",,,Acts of Parliament-Administration of justice,H.M.Š.O.,,,"Acts of Parliament-Administration of justice, 2d.; Agriculture, 6d. ; Air navigation, 2d.; Appropriation (No. 2), 2d.; Convocation of the Clergy Measure (No. 1), Id.; Criminal injuries (Ireland), id.; Defence of the Realm (acquisi- tion of land), 1d.; Dyestuffs (import regula- tion), Id.; Expiring laws continuance, id.; Government of India Act (Consolidated) as Amended by the Act of 1919, 2s. 6d.; Govern- ment of Ireland, Is.; Housing (Scotland), 2d. ; Juvenile Courts (Metropolis), 1d.; Married women's property (Scotland), id.; Official secrets, 2d.; Public works loans, Id.; Registrar General (Scotland), 1d.; Roads, 3d.; Unem- ployment Insurance (temporary provisions amend.), id. (all net)......H.M.Š.O., Jan. '21",,,,Jan. '21,1921,
"Acts of Parliament-Consolidated Fund (No. 1), id.; Unemployment insurance, id. H.M.S.O., Mar. '21",,,Acts of Parliament-Consolidated Fund ,H.M.S.O.,,,"Acts of Parliament-Consolidated Fund (No. 1), id.; Unemployment insurance, id. H.M.S.O., Mar. '21",,,,Mar. '21,1921,
"Acts of Parliament-Children, 1d.; Coal Mines (decontrol), 1d.; Consolidated Fund (No. 2), id.; German Reparation (recovery), id.; Ministries of Munitions and Shipping (cessation), id.; Tribunals of Inquiry (evidence), id. H.M.S.O., Apr. '21",,,Acts of Parliament-Children,H.M.S.O.,,,"Acts of Parliament-Children, 1d.; Coal Mines (decontrol), Id.; Consolidated Fund (No. 2), id.; German Reparation (recovery), id.; Ministries of Munitions and Shipping (cessation), id.; Tribunals of Inquiry (evidence), id. H.M.S.O., Apr. '21",,,,Apr. '21,1921,
"Acts of Parliament-Army and Air Force (annual), 1d.; Mr. Speaker's retirement, 1d.; Public Health (tuberculosis), 1d.; Treaty of Peace (Hungary), id. .H.M.S.O., May '21",,,Acts of Parliament-Army and Air Force (annual),H.M.S.O.,,,"Acts of Parliament-Army and Air Force (annual), Id.; Mr. Speaker's retirement, Id.; Public Health (tuberculosis), 1d.; Treaty of Peace (Hungary), id. .H.M.S.O., May '21",,,,May '21,1921,
"Adams (Percy W. L.)-A History of the Douglas Family of Morton, in Nithsdale (Dumfriesshire) and Fingland (Kirkcudbrightshire), and their descendants. 10x8, pp. 948 (Bedford) SIDNEY PR., Nov. '21",Adams,Percy W. L.,"A History of the Douglas Family of Morton, in Nithsdale (Dumfriesshire) and Fingland (Kirkcudbrightshire), and their descendants",SIDNEY PR.,,,"Adams (Percy W. L.)-A History of the Douglas Family of Morton, in Nithsdale (Dumfriesshire) and Fingland (Kirkcudbrightshire), and their descendants. 10x8, pp. 948 (Bedford) SIDNEY PR., Nov. '21",Percy W. L. Adams,['Adams (Percy W. L.)'],,Nov. '21,1921,
"Adeney (J. H., Rev.)-The Jews of Eastern Europe. Cr. 8vo. 7×5, pp. 94, 3s. 6d. net. (Jewish studies ser.) ..... CENTRAL BOARD OF MISSIONS; S.P.C.K., July '21",Adeney,"J. H., Rev.",The Jews of Eastern Europe,S.P.C.K.,,8vo.,"Adeney (J. H., Rev.)-The Jews of Eastern Europe. Cr. 8vo. 7×5, pp. 94, 3s. 6d. net. (Jewish studies ser.) ..... CENTRAL BOARD OF MISSIONS; S.P.C.K., July '21","J. H., Rev. Adeney","['Adeney (J. H., Rev.)']",,July '21,1921,
"Adenoids a few words and useful hints. Pioneer of Non-Operative Methods. Cr. 8vo. pp. 16, swd. 1s. net By the 3rd ed. EAST & WEST, Nov. '21",,,Adenoids a few words and useful hints,EAST & WEST,,8vo.,"Adenoids a few words and useful hints. Pioneer of Non-Operative Methods. Cr. 8vo. pp. 16, swd. Is. net By the 3rd ed. EAST & WEST, Nov. '21",,,,Nov. '21,1921,
"Admiralty-Examples in navigation for the use of Cadets at the Royal Naval College, Dart- mouth. 2s. 6d. net ... ... J. D. POTTER, Oct. '2 1 Admiralty Flags of all nations: Errata No. 4 to the Admiralty Book. Gratis to purchasers of the book .H.M.S.O., June '21",,,"Admiralty-Examples in navigation for the use of Cadets at the Royal Naval College, Dart- mouth",H.M.S.O.,,,"Admiralty-Examples in navigation for the use of Cadets at the Royal Naval College, Dart- mouth. 2s. 6d. net ... ... J. D. POTTER, Oct. '2 1 Admiralty Flags of all nations: Errata No. 4 to the Admiralty Book. Gratis to purchasers of the book .H.M.S.O., June '21",,,,June '21,1921,
"Admiralty-Pilot books: Baltic pilot. Part I (1912), suppl. No. 6 .... J. D. POTTER, Feb. '21",,,Admiralty-Pilot books: Baltic pilot,J. D. POTTER,,,"Admiralty-Pilot books: Baltic pilot. Part I (1912), suppl. No. 6 .... J. D. POTTER, Feb. '21",,,,Feb. '21,1921,
"Admiralty-Pilot books: Black Sea pilot (1920), suppl. No. I.... ....J. D. POTTER, May'21",,,Admiralty-Pilot books: Black Sea pilot ,I.... ....J. D. POTTER,,,"Admiralty-Pilot books: Black Sea pilot (1920), suppl. No. I.... ....J. D. POTTER, May'21",,,,May'21,1921,
"Admiralty-Pilot books: British Columbia pilot. Vol. 2 (1913) suppl. No. 5 J. D. POTTER, Feb. '21",,,Admiralty-Pilot books: British Columbia pilot,J. D. POTTER,,,"Admiralty-Pilot books: British Columbia pilot. Vol. 2 (1913) suppl. No. 5 J. D. POTTER, Feb. '21",,,,Feb. '21,1921,
"Admiralty-Pilot books: Central America and United States (West Coasts) pilot (1916), suppl. No. 4.. . J. D. POTTER, July '21",,,Admiralty-Pilot books: Central America and United States (West Coasts) pilot ,J. D. POTTER,,,"Admiralty-Pilot books: Central America and United States (West Coasts) pilot (1916), suppl. No. 4.. . J. D. POTTER, July '21",,,,July '21,1921,
