entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Abbott (Jane D.)-Happy house. Cr. 8vo. 78. net LIPPINCOTT, Sep. 20",Abbott,Jane D.,Happy house,LIPPINCOTT,,8vo.,"Abbott (Jane D.)-Happy house. Cr. 8vo. 78. net LIPPINCOTT, Sep. 20",Jane D. Abbott,['Abbott (Jane D.)'],,Sep. 20,1920,
"Abdul Majid-Malay self-taught by the Natural method, with phonetic pronunciation. Cr. 8vo. 7 X 4, pp. 120, 4s. net, swd. 33. net. (Marl- borough's Self-taught ser.) MARLBOROUGH, July'20",,,"Abdul Majid-Malay self-taught by the Natural method, with phonetic pronunciation",MARLBOROUGH,,8vo.,"Abdul Majid-Malay self-taught by the Natural method, with phonetic pronunciation. Cr. 8vo. 7 X 4, pp. 120, 4s. net, swd. 33. net. (Marl- borough's Self-taught ser.) MARLBOROUGH, July'20",,,,July'20,1920,
"Abrahams (1srael) —Poetry and religion. With foreword by Sir Arthur Quiller-Couch. 18mo. 64 X4, pp. 81, 2s, 6d net; swd. is, net ALLEN & U., Oct. '20",Abrahams,1srael,Poetry and religion,ALLEN & U.,,18mo.,"Abrahams (Israel) —Poetry and religion. With foreword by Sir Arthur Quiller-Couch. 18mo. 64 X4, pp. 81, 2s, 6d net; swd. is, net ALLEN & U., Oct. '20",1srael Abrahams,['Abrahams (1srael)'],,Oct. '20,1920,
"Academy (Royal). See Royal Academy. Accidents, Street, caused by Vehicles : Return, 1919. id... ...H.M.S.O., Mar.'20",Academy,Royal,See Royal Academy,H.M.S.O.,,,"Academy (Royal). See Royal Academy. Accidents, Street, caused by Vehicles : Return, 1919. id... ...H.M.S.O., Mar.'20",Royal Academy,['Academy (Royal)'],,Mar.'20,1920,
"Ack worth cousins : a comedietta of a friendly character in two scenes. By D. and M. Cr. 8vo. swd. is. net ....SWARTHMORE PR., Apr. 20",,,Ack worth cousins : a comedietta of a friendly character in two scenes,SWARTHMORE PR.,,8vo.,"Ack worth cousins : a comedietta of a friendly character in two scenes. By D. and M. Cr. 8vo. swd. is. net ....SWARTHMORE PR., Apr. 20",,,,Apr. 20,1920,
"Acland (Alice C.)-Hum Esquire: a queer story for children. Cr. 8vo. 74 x5, pp. 167, 4s. 60. net SIDGWICK & J., Oct. '20",Acland,Alice C.,Hum Esquire: a queer story for children,SIDGWICK & J.,,8vo.,"Acland (Alice C.)-Hum Esquire: a queer story for children. Cr. 8vo. 74 x5, pp. 167, 45. 60. net SIDGWICK & J., Oct. '20",Alice C. Acland,['Acland (Alice C.)'],,Oct. '20,1920,
"Acts—Index to the Public General Acts, 1919. gd, net.. ..H.M.S.O., July '20",,,Acts—Index to the Public General Acts,H.M.S.O.,,,"Acts—Index to the Public General Acts, 1919. gd, net.. ..H.M.S.O., July '20",,,,July '20,1920,
"Acts.-Local and private. Glasgow water order confirm., 2s. 3d. net ; Greenock improvement order confirin., 2s. net; Military Knights of Windsor, 3d. net; Ministry of Health pro- visional orders confirm. (No. 1), 3d. net ; Swinton and Mexborough Gas Board, is. net H.M.S.O., Feb. '20",,,Acts,H.M.S.O.,,,"Acts.-Local and private. Glasgow water order confirm., 25. 3d. net ; Greenock improvement order confirin., 25. net; Military Knights of Windsor, 3d. net; Ministry of Health pro- visional orders confirm. (No. 1), 3d. net ; Swinton and Mexborough Gas Board, is. net H.M.S.O., Feb. '20",,,,Feb. '20,1920,
"Acts.- Local and private : Cannock U.D.C., s. 9d. net; Gosport and Alverstoke U.D.C., 4s. 6d. net; Manchester Corporation, 15s. 6d. net; St. Just (Falmouth) ocean wharves and railways, 3s. 9d. net; Shropshire, Worcester- shire and Staffordshire electric power, 9d, net ; Walsall Corporation, is. gd. net H.M.S.O., Mar. '20",,,Acts,H.M.S.O.,,,"Acts.- Local and private : Cannock U.D.C., IS. 9d. net; Gosport and Alverstoke U.D.C., 45. 6d. net; Manchester Corporation, 155. 6d. net; St. Just (Falmouth) ocean wharves and railways, 3s. 9d. net; Shropshire, Worcester- shire and Staffordshire electric power, 9d, net ; Walsall Corporation, is. gd. net H.M.S.O., Mar. '20",,,,Mar. '20,1920,
"Acts.-Army and Air Force (annual), 2d. ; Trea- ties of Peace (Austria and Bulgaria), id. net H.M.S.O., May'20",,,Acts,H.M.S.O.,,,"Acts.-Army and Air Force (annual), 2d. ; Trea- ties of Peace (Austria and Bulgaria), id. net H.M.S.O., May'20",,,,May'20,1920,
