,entry,last_name,first_name,title,publisher,price,price_in_pounds,format,original_entry,author_name,creators,is_editor,date,is_net
6398,"Sergeant (Constancia)—The Caverns by the sea. Cr. 8vo. 71 X 5, pp. 172, 28. net A. H. STOCKWELL, July 14",Sergeant,Constancia,The Caverns by the sea,A. H. STOCKWELL,,0.0,8vo.,"Sergeant (Constancia)—The Caverns by the sea. Cr. 8vo. 71 X 5, pp. 172, 28. net A. H. STOCKWELL, July 14",Constancia Sergeant,['Sergeant (Constancia)'],,July 14,
6399,"Sermon on the Mount (The). Printed again from the Rheims version. Rev. by Bishop Challoner. 12mo., parchment is. net BURNS & OATES, Oct. 14",,,Sermon on the Mount (The),BURNS & OATES,,0.0,12mo.,"Sermon on the Mount (The). Printed again from the Rheims version. Rev. by Bishop Challoner. 12mo., parchment is. net BURNS & OATES, Oct. 14",,,,Oct. 14,
6400,"Sermons for Christmas Day, 1914; New Year's Eve, 1914; Day of Intercession, Jan. 3, 191s. By various authors. Cr. 8vo. 71 X41, pp. 80, 28. net....... .SKEFFINGTON, Dec. 14",,,Sermons for Christmas Day,SKEFFINGTON,,0.0,8vo.,"Sermons for Christmas Day, 1914; New Year's Eve, 1914; Day of Intercession, Jan. 3, 1915. By various authors. Cr. 8vo. 71 X41, pp. 80, 28. net....... .SKEFFINGTON, Dec. 14",,,,Dec. 14,
6401,"Sermons for the times : 1, Four Sermons on war ; 2, Sermons in time of war; 3, Sermons on citizenship ; 4, Sermons on the holy war. 8vo., swd. ea. s. net .F. GRIFFITHS, Oct. 14",,,"Sermons for the times : 1, Four Sermons on war ; 2, Sermons in time of war; 3, Sermons on citizenship ; 4, Sermons on the holy war",F. GRIFFITHS,,0.0,8vo.,"Sermons for the times : 1, Four Sermons on war ; 2, Sermons in time of war; 3, Sermons on citizenship ; 4, Sermons on the holy war. 8vo., swd. ea. IS. net .F. GRIFFITHS, Oct. 14",,,,Oct. 14,
6402,"Sota (Alessandro della)-Religion and art : a study in the evolution of sculpture, painting and architecture. Illus. Ryl. 8vo. 101 X64, pp. 416, 218. net ... UNWIN, Oct. 14",Sota,Alessandro della,"Religion and art : a study in the evolution of sculpture, painting and architecture",UNWIN,,0.0,8vo.,"Sota (Alessandro della)-Religion and art : a study in the evolution of sculpture, painting and architecture. Illus. Ryl. 8vo. 101 X64, pp. 416, 218. net ... UNWIN, Oct. 14",Alessandro della Sota,['Sota (Alessandro della)'],,Oct. 14,
6404,"Sollar (A. S.)—Table for computing income-tax at s. 4d. in the £ : showing income-tax and also net amount at one inspection. Ryl. 8vo. swd. s. net .C. & E. LAYTON, May 14",Sollar,A. S.,Table for computing income-tax at s,C. & E. LAYTON,,0.0,8vo.,"Sollar (A. S.)—Table for computing income-tax at IS. 4d. in the £ : showing income-tax and also net amount at one inspection. Ryl. 8vo. swd. IS. net .C. & E. LAYTON, May 14",A. S. Sollar,['Sollar (A. S.)'],,May 14,
6409,"Senior (Walter Stanley)--Pisgah; or, The Choice. The Triennial prize poem on a sacred subject in the University of Oxford, 1914. Cr. 8vo., pp. 20, swd., is. net B. H. BLACKWELL, June 14",Senior,Walter Stanley,"Pisgah; or, The Choice",B. H. BLACKWELL,,0.0,8vo.,"Senior (Walter Stanley)--Pisgah; or, The Choice. The Triennial prize poem on a sacred subject in the University of Oxford, 1914. Cr. 8vo., pp. 20, swd., is. net B. H. BLACKWELL, June 14",Walter Stanley Senior,['Senior (Walter Stanley)'],,June 14,
6414,"Shakespeare (William)—As you like it. Edit. by A. D. Keith. Indian edit. Pott 8vo., 6X31, pp. 180, Re. 1.4 MILFORD, June 14",Shakespeare,William,As you like it,MILFORD,,0.0,8vo.,"Shakespeare (William)—As you like it. Edit. by A. D. Keith. Indian edit. Pott 8vo., 6X31, pp. 180, Re. 1.4 MILFORD, June 14",William Shakespeare,['Shakespeare (William)'],,June 14,
6415,"Shakespeare (William)-Hamlet, Prince of Den- mark. Edit., with note on the study of Shake- speare in India, intro. and notes, by S. G. Dunn. Fcp. 8vo. 6x3}, pp. 310, Rs.1.8 MILFORD, May 14",Shakespeare,William,"Hamlet, Prince of Den- mark",MILFORD,,0.0,8vo.,"Shakespeare (William)-Hamlet, Prince of Den- mark. Edit., with note on the study of Shake- speare in India, intro. and notes, by S. G. Dunn. Fcp. 8vo. 6x3}, pp. 310, Rs.1.8 MILFORD, May 14",William Shakespeare,['Shakespeare (William)'],,May 14,
6416,"Shakespeare (William)-King Henry the Fourth. ist and 2nd parts. Cr. 8vo. 74 x 54, ea. 6d. net (Oxford plain text). (Clarendon Press) MILFORD, Aug. 14",Shakespeare,William,King Henry the Fourth,MILFORD,,0.0,8vo.,"Shakespeare (William)-King Henry the Fourth. ist and 2nd parts. Cr. 8vo. 74 x 54, ea. 6d. net (Oxford plain text). (Clarendon Press) MILFORD, Aug. 14",William Shakespeare,['Shakespeare (William)'],,Aug. 14,
