entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"2s., s, net net Academy Architecture and Architectural Review. Edit. by Alex. Koch. Vol. 42. 4to. 4s. rod., swd. 4s. net SIMPKIN, Dec. 12",,,,SIMPKIN,4s.,4to.,"25., IS, net net Academy Architecture and Architectural Review. Edit. by Alex. Koch. Vol. 42. 4to. 45. rod., swd. 45. net SIMPKIN, Dec. 12",,,,Dec. 12,1912,net
"(post free), is, ofd. .... .. WYMAN, Jan. 12",,,,WYMAN,,,"(post free), is, ofd. .... .. WYMAN, Jan. 12",,,,Jan. 12,1912,
"Anderton (Basil) --1dylls of Illus. 4to. 81 X7, pp. 44, 3s. 6d. net ANACKER, Oct. 12",Anderton,Basil,,ANACKER,3s. 6d.,4to.,"Anderton (Basil) --Idylls of Illus. 4to. 81 X7, pp. 44, 35. 6d. net ANACKER, Oct. 12",Basil Anderton,['Anderton (Basil)'],,Oct. 12,1912,net
"Andrews (Herbert) see Béck (C.) and Andrews Andrews (M. R. S.)--The Counsel assigned. Cr. 8vo., 29. 60. net .......... BICKERS, Aug. 12",Andrews,Herbert,,BICKERS,,8vo.,"Andrews (Herbert) see Béck (C.) and Andrews Andrews (M. R. S.)--The Counsel assigned. Cr. 8vo., 29. 60. net .......... BICKERS, Aug. 12",Herbert Andrews,['Andrews (Herbert)'],,Aug. 12,1912,
"5s, net. 8vo., . Annual charities register and digest (The) 1912. 8vo., 5s. net.... .LONGMANS, June 12",,,,LONGMANS,5s.,8vo.,"5s, net. 8vo., . Annual charities register and digest (The) 1912. 8vo., 55. net.... .LONGMANS, June 12",,,,June 12,1912,net
"2d.; Army-Handbook for 6-in. B.I,. howitzer, Section gun drill, id. ; Handbook of the B.L. 6-in. 30-cwt, howitzer, marks I. and 1*, s. ; Land warfare, is. WYMAX, Oct. 12",,,,WYMAX,,,"2d.; Army-Handbook for 6-in. B.I,. howitzer, Section gun drill, id. ; Handbook of the B.L. 6-in. 30-cwt, howitzer, marks I. and 1*, IS. ; Land warfare, is. WYMAX, Oct. 12",,,,Oct. 12,1912,
"Army-Short history of Oxford and Bucks Light Infantry, id.; Ditto, Suffolk Regiment, id WYMAN, Dec. 12",,,,WYMAN,,,"Army-Short history of Oxford and Bucks Light Infantry, id.; Ditto, Suffolk Regiment, id WYMAN, Dec. 12",,,,Dec. 12,1912,
"5s. net s. net Augustine (St.)-On the catechizing of the uninstructed. Trans. by E. Phillips Barker. Cr. 8vo. 71 X5, pp. 94, is. 6d. net METHUEN, Nov. 12",,,,METHUEN,6d.,8vo.,"55. net IS. net Augustine (St.)-On the catechizing of the uninstructed. Trans. by E. Phillips Barker. Cr. 8vo. 71 X5, pp. 94, is. 6d. net METHUEN, Nov. 12",,,,Nov. 12,1912,net
"28. 6d. 7s, 6d. Avebury (Lord)—The Origin of civilisation and the primitive condition of man. 7th edit. 8vo. 97x51, pp. 482, 7s. 6d. net LONGMANS, Nov. 12",,,,LONGMANS,7s. 6d.,8vo.,"28. 6d. 7s, 6d. Avebury (Lord)—The Origin of civilisation and the primitive condition of man. 7th edit. 8vo. 97x51, pp. 482, 75. 6d. net LONGMANS, Nov. 12",,,,Nov. 12,1912,net
"Baker (N.) see Colly (F. and A.) and Baker, Baker (W. M.)— The Calculus for beginners. Cr. 8vo. 77X41, pp. 174, 3s.....BELL, May 12",Baker,N.,,BELL,3s.,8vo.,"Baker (N.) see Colly (F. and A.) and Baker, Baker (W. M.)— The Calculus for beginners. Cr. 8vo. 77X41, pp. 174, 35.....BELL, May 12",N. Baker,['Baker (N.)'],,May 12,1912,
