entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"2s. Admiralty Admiralty orders. (Monthly) ea. 6d. net. H.M.S.O., Feb. '21",,,,H.M.S.O.,6d.,,"2S. Admiralty Admiralty orders. (Monthly) ea. 6d. net. H.M.S.O., Feb. '21",,,,Feb. '21,1921,net
".H M.S.O., Apr. '21",,,,H M.S.O.,,,".H M.S.O., Apr. '21",,,,Apr. '21,1921,
"1920. 1s. net Agriculture for Scotland (Board of)-9th_ report, ...H.M.S.O., June '21",,,,H.M.S.O.,,,"1920. Is. net Agriculture for Scotland (Board of)-9th_ report, ...H.M.S.O., June '21",,,,June '21,1921,
"Ahmad (M. B.)-1slamic mode of worship. 16m0. pp. 41, 1s. net. .PROBSTHAIN, June '21",Ahmad,M. B.,,PROBSTHAIN,1s.,,"Ahmad (M. B.)-Islamic mode of worship. 16m0. pp. 41, Is. net. .PROBSTHAIN, June '21",M. B. Ahmad,['Ahmad (M. B.)'],,June '21,1921,net
"9d. net .H.M.S.O., Apr. '21",,,,H.M.S.O.,9d.,,"9d. net .H.M.S.O., Apr. '21",,,,Apr. '21,1921,net
"PICKERING & I., June '21",,,,PICKERING & I.,,,"PICKERING & I., June '21",,,,June '21,1921,
".... PICKERING & I., May '21",,,,PICKERING & I.,,,".... PICKERING & I., May '21",,,,May '21,1921,
"Andreyev (Leonid)-Dear departed. (1 Act.) Cr. 8vo. swd. 1s. net.... HENDERSON, Mar. '21",,,,HENDERSON,1s.,8vo.,"Andreyev (Leonid)-Dear departed. (1 Act.) Cr. 8vo. swd. Is. net.... HENDERSON, Mar. '21",,['Andreyev (Leonid)-Dear departed. (1 Act.)'],,Mar. '21,1921,net
"Anglicanism, Henson (H. H.) 8s. 6d. net Anglicanism: Holy Catholic Church, Egerton (First)- Anglo-Catholic Priests' Convention Report. General subject: Priestly efficiency. Oxford, July, 1921. 8vo. 91×51, pp. 217, 6s. net. SOCIETY OF SS. PETER & PAUL, Dec. '21","Anglicanism, Henson",H. H.,,SOCIETY OF SS. PETER & PAUL,6s.,8vo.,"Anglicanism, Henson (H. H.) 8s. 6d. net Anglicanism: Holy Catholic Church, Egerton (First)- Anglo-Catholic Priests' Convention Report. General subject: Priestly efficiency. Oxford, July, 1921. 8vo. 91×51, pp. 217, 6s. net. SOCIETY OF SS. PETER & PAUL, Dec. '21","H. H. Anglicanism, Henson","['Anglicanism, Henson (H. H.)']",,Dec. '21,1921,net
"Ryl. 8vo. ..LIPPINCOTT, May '21",,,,LIPPINCOTT,,8vo.,"Ryl. 8vo. ..LIPPINCOTT, May '21",,,,May '21,1921,
