,entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
30,"38. 6d. s. Adair (Cecil)-The Dean's Daughter. Cr. 8vo. 77 X5, pp. 322, 6s. ........S. PAUL, Sep. 10",,,,S. PAUL,6s.,8vo.,"38. 6d. IS. Adair (Cecil)-The Dean's Daughter. Cr. 8vo. 77 X5, pp. 322, 6s. ........S. PAUL, Sep. 10",,,,Sep. 10,1910,
37,"Adams (John)-1srael's 1deal ; or, Studies in Old Testament Theology. Cr. 8vo. 71 X5, pp. 244, 4s. 6d. net .T. & T. CLARK, Jan. 10",Adams,John,,T. & T. CLARK,4s. 6d.,8vo.,"Adams (John)-Israel's Ideal ; or, Studies in Old Testament Theology. Cr. 8vo. 71 X5, pp. 244, 45. 6d. net .T. & T. CLARK, Jan. 10",John Adams,['Adams (John)'],,Jan. 10,1910,net
90,"28. 6d. net ..... Allen (James Lane)—The Doctor's Christmas Eve. Cr. 8vo. 8 X5, pp. 348, 6s. MACMILLAN, Dec. 10",,,,MACMILLAN,6s.,8vo.,"28. 6d. net ..... Allen (James Lane)—The Doctor's Christmas Eve. Cr. 8vo. 8 X5, pp. 348, 6s. MACMILLAN, Dec. 10",,,,Dec. 10,1910,
109,"Amazing Mutes, Muir (W.) 6s. ....... Sep, ro Amazing Revolution and After (An). Cr. 8vo. 71 X5, pp. 174, 2s. 6d. net..G. ALLEN, Feb. 10","Amazing Mutes, Muir",W.,,G. ALLEN,2s. 6d.,8vo.,"Amazing Mutes, Muir (W.) 6s. ....... Sep, ro Amazing Revolution and After (An). Cr. 8vo. 71 X5, pp. 174, 2s. 6d. net..G. ALLEN, Feb. 10","W. Amazing Mutes, Muir","['Amazing Mutes, Muir (W.)']",,Feb. 10,1910,net
120,"Andersen (Hans)--Fairy Tales (Selections from). Illus. by Gilbert James. 8vo. 61 X5, pp. 64, s, net (Langham Ser. for Children, No. 1) SIEGLE, H., Aug. 10",,,,"SIEGLE, H.",,8vo.,"Andersen (Hans)--Fairy Tales (Selections from). Illus. by Gilbert James. 8vo. 61 X5, pp. 64, IS, net (Langham Ser. for Children, No. 1) SIEGLE, H., Aug. 10",,['Andersen (Hans)--Fairy Tales (Selections from)'],,Aug. 10,1910,
222,"Army-How to Obtain a Commission in the Territorial Force, id. WYMAN, Dec. 10",,,,WYMAN,,,"Army-How to Obtain a Commission in the Territorial Force, id. WYMAN, Dec. 10",,,,Dec. 10,1910,
224,"Army-Memorandum Defining the Duties of the Commander-in-Chief of the Mediterranean, id. WYMAN, June 10",,,,WYMAN,,,"Army-Memorandum Defining the Duties of the Commander-in-Chief of the Mediterranean, id. WYMAN, June 10",,,,June 10,1910,
330,"Australia (Western) Timigration Handbook, id. WYMAN, June 10",Australia,Western,,WYMAN,,,"Australia (Western) Timigration Handbook, id. WYMAN, June 10",Western Australia,['Australia (Western)'],,June 10,1910,
372,"43. net Baker Street and Waterloo Railway Act, is. 6d. WYMAN, Sep. 10",,,,WYMAN,6d.,,"43. net Baker Street and Waterloo Railway Act, is. 6d. WYMAN, Sep. 10",,,,Sep. 10,1910,
410,"12mo. mons Bankers' Telegraph and Cable Code. 15s. net...... ...SPON, Feb. 10",,,,SPON,15s.,,"I 2mo. mons Bankers' Telegraph and Cable Code. 155. net...... ...SPON, Feb. 10",,,,Feb. 10,1910,net
