entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"A B Ceasel painting box (The). 1s. net FROWDE AND H. & S., Nov. '17",,,A B Ceasel painting box (The),FROWDE AND H. & S.,1s.,,"A B Ceasel painting box (The). Is. net FROWDE AND H. & S., Nov. '17",,,,Nov. '17,1917,net
"Accounts (Public) Ctte. of-Index and Digest of evidence, Session 1916. 4d. .. WYMAN, Jan. 17",Accounts,Public,Ctte,WYMAN,4d.,,"Accounts (Public) Ctte. of-Index and Digest of evidence, Session 1916. 4d. .. WYMAN, Jan. 17",Public Accounts,['Accounts (Public)'],,Jan. 17,1917,
"Accounts (Public) Ctte.-Report, 2d. ; do., w. proc., minutes of evid. and appen., 2s. H.M. STATIONERY OFF., Aug.'17",Accounts,Public,Ctte,H.M. STATIONERY OFF.,2s.,,"Accounts (Public) Ctte.-Report, 2d. ; do., w. proc., minutes of evid. and appen., 25. H.M. STATIONERY OFF., Aug.'17",Public Accounts,['Accounts (Public)'],,Aug.'17,1917,
"Acts—Index to Public General Acts, 1916, w. tables, &c. 6d. . WYMAN, Mar. 17",,,Acts—Index to Public General Acts,WYMAN,6d.,,"Acts—Index to Public General Acts, 1916, w. tables, &c. 6d. . WYMAN, Mar. 17",,,,Mar. 17,1917,
"Acts—Public General Acts, 1916, w. index, tables, &c. 3s. .WYMAN, Apr. 17",,,Acts—Public General Acts,WYMAN,3s.,,"Acts—Public General Acts, 1916, w. index, tables, &c. 3s. .WYMAN, Apr. 17",,,,Apr. 17,1917,
"Acts—Titles of Local and Private Acts (incl. Public Acts of a local character) passed during the Session 1916, arr. accord. to chapter and arr. alphabetically, w. index; and list of such acts arr. in cla ses; preceded by titles of the Public General Acts passed during 1916. ....H.M. STATIONERY OFF., Aug. '17",,,Acts—Titles of Local and Private Acts (incl,H.M. STATIONERY OFF.,,,"Acts—Titles of Local and Private Acts (incl. Public Acts of a local character) passed during the Session 1916, arr. accord. to chapter and arr. alphabetically, w. index; and list of such acts arr. in cla ses; preceded by titles of the Public General Acts passed during 1916. ....H.M. STATIONERY OFF., Aug. '17",,,,Aug. '17,1917,
"Acts—Appropriation, 4d.; Constabulary and police (Ireland), id. ; Defence of the Realm (Acquis. of land), 3d. ; Dublin reconstruction (Emergency prov.), 3d. ; Government war obligations, id. ; Ministry of Pensions, id. ; Munitions (Liability for explosions), id. ; New ministries and secretaries, id. ; Prevention of corruption, id. ; Public authorities and bodies (Loans), id. ; Registration of business names, 2d. ; Sailors and soldiers (Gifts for land settle- ment), id. ; Volunteer, id. ; War loan, id. WYMAN, Jan. 17",,,Acts—Appropriation,WYMAN,,,"Acts—Appropriation, 4d.; Constabulary and police (Ireland), id. ; Defence of the Realm (Acquis. of land), 3d. ; Dublin reconstruction (Emergency prov.), 3d. ; Government war obligations, id. ; Ministry of Pensions, id. ; Munitions (Liability for explosions), id. ; New ministries and secretaries, id. ; Prevention of corruption, id. ; Public authorities and bodies (Loans), id. ; Registration of business names, 2d. ; Sailors and soldiers (Gifts for land settle- ment), id. ; Volunteer, id. ; War loan, id. WYMAN, Jan. 17",,,,Jan. 17,1917,
"Acts—Local and private: Bethlehem Chapel (Tryddyn) Charity Scheme confirm., 3d. ; Bradford' (Infirmary Street) Baptist Chapel Scheme confirm., 3d. ; Bradninch Chapel Charity Schemie confirm., 6d.; Gore's divorce (Privaie. n.p.---+), 6d. ;. Holligrave Charity Schenie confirm., 3d. ; Irvine's divorce (Private. n.p.-2), 9d. ; Lecky's divorce (Privite. n.p.--3), 6d. ; Moriah Chapel (Broughton) Charity Scheme confirm., 3d. ; Pisgah Chapel (Tryddyn) Charity Scheme confirm., 6d. WYMAN, Feb. 17",,,Acts—Local and private: Bethlehem Chapel (Tryddyn) Charity Scheme confirm,WYMAN,6d.,,"Acts—Local and private: Bethlehem Chapel (Tryddyn) Charity Scheme confirm., 3d. ; Bradford' (Infirmary Street) Baptist Chapel Scheme confirm., 3d. ; Bradninch Chapel Charity Schemie confirm., 6d.; Gore's divorce (Privaie. n.p.---+), 6d. ;. Holligrave Charity Schenie confirm., 3d. ; Irvine's divorce (Private. n.p.-2), 9d. ; Lecky's divorce (Privite. n.p.--3), 6d. ; Moriah Chapel (Broughton) Charity Scheme confirm., 3d. ; Pisgah Chapel (Tryddyn) Charity Scheme confirm., 6d. WYMAN, Feb. 17",,,,Feb. 17,1917,
"Acts—Consolidated Fund (Nc. 1), id. ; Grand juries (Suspension), id. Local and private : Baptist chapels scheme confirm., 9d. ; Bethany Chapel charity sch. confirm., 60.; Burnham-on- Crouch Chapel sch. Confirm., gd. ; Coatbridge gas order confirm., s. ; Congregational chapels sch. confirin., is.; Gamble Institute Gourock order confirm., 9d. ; Plymouth Workhouse charities sch. confirm., 6d. ; Rhodes Estate, ed. ; Stony Stratford charities sch. confirm., 6d. .WYMAN, Mar. 17",,,Acts—Consolidated Fund (Nc,WYMAN,6d.,,"Acts—Consolidated Fund (Nc. 1), id. ; Grand juries (Suspension), id. Local and private : Baptist chapels scheme confirm., 9d. ; Bethany Chapel charity sch. confirm., 60.; Burnham-on- Crouch Chapel sch. Confirm., gd. ; Coatbridge gas order confirm., IS. ; Congregational chapels sch. confirin., is.; Gamble Institute Gourock order confirm., 9d. ; Plymouth Workhouse charities sch. confirm., 6d. ; Rhodes Estate, ed. ; Stony Stratford charities sch. confirm., 6d. .WYMAN, Mar. 17",,,,Mar. 17,1917,
"Acts--Army (Annual), id. ; Ariny (Annual) Act (1916) Amend., id. ; Census of production, id. ; Coal mines rgn. (Amend.), id. ; Consolidated Fund (No. 2), id. ; Ecclesiastical services (Omission on account of War), id. ; Military service (Review of exceptions), id. ; Ministry of National Service, d.; Naval discipline (Delegation of powers), id. ; Railway passenger duty, id. WYMAN, Apr. 17",Acts--Army,Annual,Ariny (Annual) Act ,WYMAN,,,"Acts--Army (Annual), id. ; Ariny (Annual) Act (1916) Amend., id. ; Census of production, id. ; Coal mines rgn. (Amend.), id. ; Consolidated Fund (No. 2), id. ; Ecclesiastical services (Omission on account of War), id. ; Military service (Review of exceptions), id. ; Ministry of National Service, d.; Naval discipline (Delegation of powers), id. ; Railway passenger duty, id. WYMAN, Apr. 17",Annual Acts--Army,['Acts--Army (Annual)'],,Apr. 17,1917,
