entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"Aldin (C.)-A Sporting Garland Pictured in .SANDS, Nov. 02",Aldin,C.,A Sporting Garland Pictured in ,SANDS,,,"Aldin (C.)-A Sporting Garland Pictured in .SANDS, Nov. 02",C. Aldin,['Aldin (C.)'],,Nov. 02,1902,
"Animal World. 1902 Vol. Folio, 3s.; bds. 2s. PARTRIDGE, Dec. 02",,,Animal World,PARTRIDGE,2s.,,"Animal World. 1902 Vol. Folio, 3s.; bds. 2s. PARTRIDGE, Dec. 02",,,,Dec. 02,1902,
"Anstruther (G. E.)-William Hogarth. 61x81, pp. 80, 1s. net (Miniature Series of .....BELL, May 02",Anstruther,G. E.,William Hogarth,BELL,,,"Anstruther (G. E.)-William Hogarth. 61x81, pp. 80, 1s. net (Miniature Series of .....BELL, May 02",G. E. Anstruther,['Anstruther (G. E.)'],,May 02,1902,
"Antwerp Gallery. Part 4, containg. 12 Plates on hand-made paper, 15 x 11, 15s. 6d.; Portfolio for complete work, 10s.; Series of 4 Parts, 60s. KLEINMANN, Dec. 02",,,Antwerp Gallery,KLEINMANN,60s.,,"Antwerp Gallery. Part 4, containg. 12 Plates on hand-made paper, 15 x 11, 15s. 6d.; Portfolio for complete work, 10s.; Series of 4 Parts, 60s. KLEINMANN, Dec. 02",,,,Dec. 02,1902,
"Cr. 8vo. Appleton (G. W.)-Rash Conclusions. ....CHATTO, Apr. 02",Cr. 8vo. Appleton,G. W.,Rash Conclusions,CHATTO,,,"Cr. 8vo. Appleton (G. W.)-Rash Conclusions. ....CHATTO, Apr. 02",G. W. Cr. 8vo. Appleton,['Cr. 8vo. Appleton (G. W.)'],,Apr. 02,1902,
"Architect (De)-A Bimonthly illustrating Archi- tecture and Industrial Art in Holland and Each Part contains 6 Belgium, size 17 x 18. Plates in Phototype or Aquarelltype, or sheets of Plans and Drawings in Lithography dealing with Architecture and kindred subjects, Decora- tion, Stained Glass, Iron-work, Ancient and Every-day Art. Vol. 12, Parts 1-6, 12s. 6d. KLEINMANN, Dec. 02",Architect,De,A Bimonthly illustrating Archi- tecture and Industrial Art in Holland and Each Part contains,KLEINMANN,12s. 6d.,,"Architect (De)-A Bimonthly illustrating Archi- tecture and Industrial Art in Holland and Each Part contains 6 Belgium, size 17 x 18. Plates in Phototype or Aquarelltype, or sheets of Plans and Drawings in Lithography dealing with Architecture and kindred subjects, Decora- tion, Stained Glass, Iron-work, Ancient and Every-day Art. Vol. 12, Parts 1-6, 12s. 6d. KLEINMANN, Dec. 02",De Architect,['Architect (De)'],,Dec. 02,1902,
"Arctic Pilot. Vol. 2: Faeroe 1slands, Iceland, Greenland Sea, Spitzbergen, East Coast of Greenland. 48. .POTTER, Mar. 02",,,Arctic Pilot,POTTER,,,"Arctic Pilot. Vol. 2: Faeroe Islands, Iceland, Greenland Sea, Spitzbergen, East Coast of Greenland. 48. .POTTER, Mar. 02",,,,Mar. 02,1902,
"Art Journal. 1902 Vol. Fol. 218. VIRTUE, Nov. 02",,,Art Journal,VIRTUE,,,"Art Journal. 1902 Vol. Fol. 218. VIRTUE, Nov. 02",,,,Nov. 02,1902,
"Art Lover's Portfolio, 1902. In portfolio, 218. net HEINEMANN, Dec. 02",,,Art Lover's Portfolio,HEINEMANN,,,"Art Lover's Portfolio, 1902. In portfolio, 218. net HEINEMANN, Dec. 02",,,,Dec. 02,1902,
"Folio, 21s. CASSELL, Oct. 02",,,Folio,CASSELL,21s.,,"Folio, 21s. CASSELL, Oct. 02",,,,Oct. 02,1902,
"Art Workers' Quarterly. No. 1. January 1902. Fol. swd. 2s. 6d. net............... CHAPMAN, Jan. 02",,,Art Workers' Quarterly,CHAPMAN,2s. 6d.,,"Art Workers' Quarterly. No. 1. January 1902. Fol. swd. 2s. 6d. net............... CHAPMAN, Jan. 02",,,,Jan. 02,1902,net
"Atlas (Historical) of Modern Europe. Ed. by R. Lane Poole. Folio, -mor. 115s. 6d. FROWDE, Sep. 02",Atlas,Historical,Modern Europe,FROWDE,115s. 6d.,,"Atlas (Historical) of Modern Europe. Ed. by R. Lane Poole. Folio, -mor. 115s. 6d. FROWDE, Sep. 02",Historical Atlas,['Atlas (Historical)'],,Sep. 02,1902,
"Atlas of Modern Geography (International Stu- dent's). 105 Physical, Political, and Statistical Maps from British and Foreign Surveys and latest Results of International Research. Under Direc- tion of J. G. Bartholomew. Fol. 6s. net NEWNES, Feb. 02",,,Atlas of Modern Geography (International Stu- dent's),NEWNES,6s.,,"Atlas of Modern Geography (International Stu- dent's). 105 Physical, Political, and Statistical Maps from British and Foreign Surveys and latest Results of International Research. Under Direc- tion of J. G. Bartholomew. Fol. 6s. net NEWNES, Feb. 02",,,,Feb. 02,1902,net
"Atlas of the World (Twentieth Century Citizen's). 156 pp. of Maps and Plans, with Index, Gazet- teer, Geogr. Stats. Ed. by J. G. Bartholomew. Fol. -mor. 25s. net ...NEWNES, Dec. 02",,,Atlas of the World (Twentieth Century Citizen's),NEWNES,25s.,,"Atlas of the World (Twentieth Century Citizen's). 156 pp. of Maps and Plans, with Index, Gazet- teer, Geogr. Stats. Ed. by J. G. Bartholomew. Fol. -mor. 25s. net ...NEWNES, Dec. 02",,,,Dec. 02,1902,net
"Baessler (A.)-Ancient Peruvian Art: Contribu- tions to the Archeology of the Empire of the Incas. Trans. by A. H. Keane. Part 1. Folio, 20 × 1s. 11 plates in portf. 80s. net ASHER, June 02",Baessler,A.,Ancient Peruvian Art: Contribu- tions to the Archeology of the Empire of the Incas,ASHER,80s.,,"Baessler (A.)-Ancient Peruvian Art: Contribu- tions to the Archeology of the Empire of the Incas. Trans. by A. H. Keane. Part 1. Folio, 20 × 15. 11 plates in portf. 80s. net ASHER, June 02",A. Baessler,['Baessler (A.)'],,June 02,1902,net
"Bailey (W.F.)-Ireland since the Famine: Sketch of 50 Years' Economic and Legislative Changes. Address delivered at Opening of Session 1902-8 of Statistical and Social Inquiry Society of Ire- .SIMPKIN, Dec. 02",Bailey,W.F.,Ireland since the Famine: Sketch of,SIMPKIN,,,"Bailey (W.F.)-Ireland since the Famine: Sketch of 50 Years' Economic and Legislative Changes. Address delivered at Opening of Session 1902-8 of Statistical and Social Inquiry Society of Ire- .SIMPKIN, Dec. 02",W.F. Bailey,['Bailey (W.F.)'],,Dec. 02,1902,
"Baldwin (C. S.)-A College Manual of Rhetoric. ..LONGMANS, Oct. 02",Baldwin,C. S.,A College Manual of Rhetoric,LONGMANS,,,"Baldwin (C. S.)-A College Manual of Rhetoric. ..LONGMANS, Oct. 02",C. S. Baldwin,['Baldwin (C. S.)'],,Oct. 02,1902,
"Adventures Baldwin (May)-A Plucky Girl; or, of 'Miss Nell.' 6 Illus. by Jessie Macgregor. Cr. CHAMBERS, Oct. 02",Adventures Baldwin,May,"A Plucky Girl; or, of 'Miss Nell",CHAMBERS,,,"Adventures Baldwin (May)-A Plucky Girl; or, of 'Miss Nell.' 6 Illus. by Jessie Macgregor. Cr. CHAMBERS, Oct. 02",May Adventures Baldwin,['Adventures Baldwin (May)'],,Oct. 02,1902,
"Balfour (A.)-Cashiered, and other War Tales. ......NISBET, Mar. 02",Balfour,A.,"Cashiered, and other War Tales",NISBET,,,"Balfour (A.)-Cashiered, and other War Tales. ......NISBET, Mar. 02",A. Balfour,['Balfour (A.)'],,Mar. 02,1902,
"Barine (Arvède)-La Grande Mademoiselle, 1627- 1652. Authorised English Version by H. E. .....PUTNAM, Dec. 02",Barine,Arvède,La Grande Mademoiselle,H. E. .....PUTNAM,,,"Barine (Arvède)-La Grande Mademoiselle, 1627- 1652. Authorised English Version by H. E. .....PUTNAM, Dec. 02",Arvède Barine,['Barine (Arvède)'],,Dec. 02,1902,
"Behold a Sower: Popular Illustrated Report of British and Foreign Bible Society for 1900-1. .BIBLE HOUSE, Jan. 02",,,Behold a Sower: Popular Illustrated Report of British and Foreign Bible Society for,BIBLE HOUSE,,,"Behold a Sower: Popular Illustrated Report of British and Foreign Bible Society for 1900-1. .BIBLE HOUSE, Jan. 02",,,,Jan. 02,1902,
"Bell (R. S. Warren)-Bachelorland: Story of a Foundling. 8d.; swd. 6d. ......NEWNES, July 02",Bell,R. S. Warren,Bachelorland: Story of a Foundling,NEWNES,6d.,,"Bell (R. S. Warren)-Bachelorland: Story of a Foundling. 8d.; swd. 6d. ......NEWNES, July 02",R. S. Warren Bell,['Bell (R. S. Warren)'],,July 02,1902,
"H.)-Daily Training. ......HURST, Nov. 02",,,H.)-Daily Training,HURST,,,"H.)-Daily Training. ......HURST, Nov. 02",,,,Nov. 02,1902,
"Berry (R. J. A.)-Regional Anatomy. Vol. 1: Upper and Lower Limbs. Vol. 2: Abdomen and Thorax. Vol. 8: Head and Neck. Interl. ea. vol. 5s. net ....CHURCHILL, Dec. 02",Berry,R. J. A.,Regional Anatomy,CHURCHILL,5s.,,"Berry (R. J. A.)-Regional Anatomy. Vol. 1: Upper and Lower Limbs. Vol. 2: Abdomen and Thorax. Vol. 8: Head and Neck. Interl. ea. vol. 5s. net ....CHURCHILL, Dec. 02",R. J. A. Berry,['Berry (R. J. A.)'],,Dec. 02,1902,net
"Besant (W., Sir), Rice (J.)-Chaplain of the Fleet. 8d.; swd. 6d. CHATTO, Apr. 02",,,Chaplain of the Fleet,CHATTO,6d.,,"Besant (W., Sir), Rice (J.)-Chaplain of the Fleet. 8d.; swd. 6d. CHATTO, Apr. 02",,"['Besant (W., Sir), Rice (J.)']",,Apr. 02,1902,
"Best Pictures (The Hundred). 2nd Series. Fol. -mor. 31s. 6d.; chamois, 35s....C. LETTS, Oct. 02",,,Best Pictures (The Hundred),C. LETTS,35s.,,"Best Pictures (The Hundred). 2nd Series. Fol. -mor. 31s. 6d.; chamois, 35s....C. LETTS, Oct. 02",,,,Oct. 02,1902,
"Bible (The Coronation Miniature). Complete with Illus. 6d. ..BRYCE, Apr. 02",,,Bible (The Coronation Miniature),BRYCE,6d.,,"Bible (The Coronation Miniature). Complete with Illus. 6d. ..BRYCE, Apr. 02",,,,Apr. 02,1902,
"Big Dogs, Little Dogs, Cats, and Kittens. Folio, bds. 3s. 6d. . .......TUCK, Oct. 02",,,"Big Dogs, Little Dogs, Cats, and Kittens",TUCK,3s. 6d.,,"Big Dogs, Little Dogs, Cats, and Kittens. Folio, bds. 3s. 6d. . .......TUCK, Oct. 02",,,,Oct. 02,1902,
"Biometrika: a Journal for the Statistical Study of Biological Problems. Vol. 1, Part 3, 10s. net C. J. CLAY, May 02",,,Biometrika: a Journal for the Statistical Study of Biological Problems,C. J. CLAY,10s.,,"Biometrika: a Journal for the Statistical Study of Biological Problems. Vol. 1, Part 3, 10s. net C. J. CLAY, May 02",,,,May 02,1902,net
"Block Calendar (Sportsman's) 1903. Quotations from Jorrocks. 1s. net ...SIMPKIN, Oct. 02",Block Calendar,Sportsman's,,SIMPKIN,1s.,,"Block Calendar (Sportsman's) 1903. Quotations from Jorrocks. 1s. net ...SIMPKIN, Oct. 02",Sportsman's Block Calendar,"[""Block Calendar (Sportsman's)""]",,Oct. 02,1902,net
"Book of Beauty (Era, King Edward VII.): Collec- tion of Beautiful Portraits, with Literary, Artistic, and Musical Contributions by Men and Women of the Day. Ed. and arranged by Mrs. F. Har- court Williamson. Folio, 17 × 13, pp. 226, 126s. net. ....HUTCHINSON, Nov. 02",Book of Beauty,"Era, King Edward VII.","Collec- tion of Beautiful Portraits, with Literary, Artistic, and Musical Contributions by Men and Women of the Day",HUTCHINSON,126s.,,"Book of Beauty (Era, King Edward VII.): Collec- tion of Beautiful Portraits, with Literary, Artistic, and Musical Contributions by Men and Women of the Day. Ed. and arranged by Mrs. F. Har- court Williamson. Folio, 17 × 13, pp. 226, 126s. net. ....HUTCHINSON, Nov. 02","Era, King Edward VII. Book of Beauty","['Book of Beauty (Era, King Edward VII.)']",,Nov. 02,1902,net
"Boys of Our Empire. Volume 1902. Fol. 7s. 6d. MELROSE, Oct. 02",,,Boys of Our Empire,MELROSE,7s. 6d.,,"Boys of Our Empire. Volume 1902. Fol. 7s. 6d. MELROSE, Oct. 02",,,,Oct. 02,1902,
"Bright Evening Thoughts for Little Children. Selected and arranged for a month. By Adelaide L. J. Gosset. 32 Illus. by Emily J. Harding and others. 2s. …………………..G. ALLEN, Dec. 02",,,Bright Evening Thoughts for Little Children,G. ALLEN,,,"Bright Evening Thoughts for Little Children. Selected and arranged for a month. By Adelaide L. J. Gosset. 32 Illus. by Emily J. Harding and others. 2s. …………………..G. ALLEN, Dec. 02",,,,Dec. 02,1902,
"Britain at Work: a Pictorial Description of our National Industries. Illus. from Photographs, &c. Folio, 12s. CASSELL, Oct. 02",,,Britain at Work: a Pictorial Description of our National Industries,CASSELL,12s.,,"Britain at Work: a Pictorial Description of our National Industries. Illus. from Photographs, &c. Folio, 12s. CASSELL, Oct. 02",,,,Oct. 02,1902,
"British Battles: History of Great Contests in which the British Nation has been engaged from Time of William the Conqueror to Accession of King Edward VII.; Descriptive Account of Battles and of their Influence on the Empire and the Growth of Colonial Possessions, told by a Series of Pictures painted specially by Henri Dupray. Text by William Maxwell. Obl. folio, 15s.; half- ..C. LETTS, Dec. 02",,,British Battles: History of Great Contests in which the British Nation has been engaged from Time of William the Conqueror to Accession of King Edward VII,C. LETTS,,,"British Battles: History of Great Contests in which the British Nation has been engaged from Time of William the Conqueror to Accession of King Edward VII.; Descriptive Account of Battles and of their Influence on the Empire and the Growth of Colonial Possessions, told by a Series of Pictures painted specially by Henri Dupray. Text by William Maxwell. Obl. folio, 15s.; half- ..C. LETTS, Dec. 02",,,,Dec. 02,1902,
"British Journal of Dermatology. Ed. by J. Galloway and J. M. H. MacLeod. Vol. 14 .................. .......... H. K. LEWIS, Dec. 02",,,British Journal of Dermatology,H. K. LEWIS,,,"British Journal of Dermatology. Ed. by J. Galloway and J. M. H. MacLeod. Vol. 14 .................. .......... H. K. LEWIS, Dec. 02",,,,Dec. 02,1902,
"British Museum (Natural History) Handbook of Instructions for Collectors. Illus. 2s. 6d. DULAU, Nov. 02",British Museum,Natural History,Handbook of Instructions for Collectors,DULAU,2s. 6d.,,"British Museum (Natural History) Handbook of Instructions for Collectors. Illus. 2s. 6d. DULAU, Nov. 02",Natural History British Museum,['British Museum (Natural History)'],,Nov. 02,1902,
"British Workman, 1902. Folio, 2s. 6d.; swd. 1s. 6d. PARTRIDGE, Sep. 02",,,British Workman,PARTRIDGE,1s. 6d.,,"British Workman, 1902. Folio, 2s. 6d.; swd. 1s. 6d. PARTRIDGE, Sep. 02",,,,Sep. 02,1902,
"Building Societies-6th Annual Report for 1900. Part 2. Abstract of Accounts. 1s. 7d. 8 vols. METHUEN, Oct. 02",,,Building Societies,METHUEN,,,"Building Societies-6th Annual Report for 1900. Part 2. Abstract of Accounts. 1s. 7d. 8 vols. METHUEN, Oct. 02",,,,Oct. 02,1902,
"Bruin (M. G. de)-Bovine Obstetrics. Trans. by W. E. A. Wyman. 77 Illus. 9 × 6, pp. 896, 21s. net. ....BAILLIÈRE, Jan. 02",Bruin,M. G. de,Bovine Obstetrics,BAILLIÈRE,21s.,,"Bruin (M. G. de)-Bovine Obstetrics. Trans. by W. E. A. Wyman. 77 Illus. 9 × 6, pp. 896, 21s. net. ....BAILLIÈRE, Jan. 02",M. G. de Bruin,['Bruin (M. G. de)'],,Jan. 02,1902,net
"Buxton (E. N.)-A Map of Epping Forest, 1902. Oblong, 8 × 3, 1s. .STANFORD, July 02",Buxton,E. N.,A Map of Epping Forest,STANFORD,1s.,,"Buxton (E. N.)-A Map of Epping Forest, 1902. Oblong, 8 × 3, 1s. .STANFORD, July 02",E. N. Buxton,['Buxton (E. N.)'],,July 02,1902,
"Cambridge Philological Society Transactions. Vol. 5, Part 8: Legend of St. Christina, in Collo- type Facsimile. Ed. with Intro. by Eirik Mag- nusson. 28. net ....C. J. CLAY, May 02",,,Cambridge Philological Society Transactions,C. J. CLAY,,,"Cambridge Philological Society Transactions. Vol. 5, Part 8: Legend of St. Christina, in Collo- type Facsimile. Ed. with Intro. by Eirik Mag- nusson. 28. net ....C. J. CLAY, May 02",,,,May 02,1902,
"Car (The). Illus. Vol. 1. Folio, 12s. 6d. net OFFICE, Oct. 02",,,Car (The),OFFICE,12s. 6d.,,"Car (The). Illus. Vol. 1. Folio, 12s. 6d. net OFFICE, Oct. 02",,,,Oct. 02,1902,net
"Folio, 12s. 6d. net OFFICE, Dec. 02",,,Folio,OFFICE,12s. 6d.,,"Folio, 12s. 6d. net OFFICE, Dec. 02",,,,Dec. 02,1902,net
"Caw (J. L.)-Scottish Portraits. Edited. Port- folio I. 21s. net ………………………..JACK, Nov. 02",Caw,J. L.,Scottish Portraits,JACK,,,"Caw (J. L.)-Scottish Portraits. Edited. Port- folio I. 21s. net ………………………..JACK, Nov. 02",J. L. Caw,['Caw (J. L.)'],,Nov. 02,1902,
"Central America and United States. West Coasts, 1896. Suppl., Dec. 1901. 18. ...POTTER, Feb. 02",,,Central America and United States,POTTER,,,"Central America and United States. West Coasts, 1896. Suppl., Dec. 1901. 18. ...POTTER, Feb. 02",,,,Feb. 02,1902,
"Illus. by Victor MURRAY, Oct. 02",,,,MURRAY,,,"Illus. by Victor MURRAY, Oct. 02",,,,Oct. 02,1902,
"Charts, Plans, and Sailing Directions-Geo- - ... graphical Catalogue, Dec. 31, 1901, 1s. Bi- Monthly List, Jan.-Feb. 1902, 8d. POTTER, Apr. 02",,,"Charts, Plans, and Sailing Directions-Geo- - ",POTTER,8d.,,"Charts, Plans, and Sailing Directions-Geo- - ... graphical Catalogue, Dec. 31, 1901, 1s. Bi- Monthly List, Jan.-Feb. 1902, 8d. POTTER, Apr. 02",,,,Apr. 02,1902,
"Charts, Plans, and Sailing Directions: Consecutive List, Dec. 31, 1901, 8d.; Bi-Monthly List, Nov.- Dec. 1901, 3d. POTTER, Jan. 02",,,"Charts, Plans, and Sailing Directions: Consecutive List, Dec",POTTER,3d.,,"Charts, Plans, and Sailing Directions: Consecutive List, Dec. 31, 1901, 8d.; Bi-Monthly List, Nov.- Dec. 1901, 3d. POTTER, Jan. 02",,,,Jan. 02,1902,
"Chums. 1902 Vol. Folio, 8s....CASSELL, Sep. 02",,,Chums,CASSELL,8s.,,"Chums. 1902 Vol. Folio, 8s....CASSELL, Sep. 02",,,,Sep. 02,1902,
"Ed. by A. B. Poynton. Cr. …………………………..FROWDE, Nov. 02",,,Ed,FROWDE,,,"Ed. by A. B. Poynton. Cr. …………………………..FROWDE, Nov. 02",,,,Nov. 02,1902,
"Ed. by A. S. Wilkins. 2s. 6d. (Bibliotheca ..FROWDE, Feb. 02",,,Ed,FROWDE,,,"Ed. by A. S. Wilkins. 2s. 6d. (Bibliotheca ..FROWDE, Feb. 02",,,,Feb. 02,1902,
"Cleeve (Lucas)-World's Blackmail. 8d.; swd. 6d. F. V. WHITE, June 02",Cleeve,Lucas,World's Blackmail,F. V. WHITE,6d.,,"Cleeve (Lucas)-World's Blackmail. 8d.; swd. 6d. F. V. WHITE, June 02",Lucas Cleeve,['Cleeve (Lucas)'],,June 02,1902,
"Cr. 8vo. Cobban (J. MacL.)-The Last Alive. 7 × 41, pp. 842, 6s. ..RICHARDS, Oct. 02",Cr. 8vo. Cobban,J. MacL.,The Last Alive,RICHARDS,6s.,,"Cr. 8vo. Cobban (J. MacL.)-The Last Alive. 7 × 41, pp. 842, 6s. ..RICHARDS, Oct. 02",J. MacL. Cr. 8vo. Cobban,['Cr. 8vo. Cobban (J. MacL.)'],,Oct. 02,1902,
"Connoisseur: An Illus. Magazine for Collectors. Vol. 2. Folio, 7s. 6d. net …………….OFFICE, June 02.",,,Connoisseur: An,OFFICE,,,"Connoisseur: An Illus. Magazine for Collectors. Vol. 2. Folio, 7s. 6d. net …………….OFFICE, June 02.",,,,June 02,1902,
"Coronation Hymn (packets of 100). 1s. SIMPKIN, June 02",Coronation Hymn,packets of 100,,SIMPKIN,1s.,,"Coronation Hymn (packets of 100). 1s. SIMPKIN, June 02",packets of 100 Coronation Hymn,['Coronation Hymn (packets of 100)'],,June 02,1902,
"Coronation, Imp., Royal, Metallinos, 2s. 6d. net Coronation Miniature Bible, 6d. Coronation, My Visit to Metropolis in Year, 1s. net ....... Coronation, Hymns for, 1s. net E. WILSON, Feb. 02",,,"Coronation, Imp",E. WILSON,1s.,,"Coronation, Imp., Royal, Metallinos, 2s. 6d. net Coronation Miniature Bible, 6d. Coronation, My Visit to Metropolis in Year, 1s. net ....... Coronation, Hymns for, 1s. net E. WILSON, Feb. 02",,,,Feb. 02,1902,net
