entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"Accidents (Mines and Factories) Bill. 1d. WYMAN, Mar. 05",Accidents,Mines,Bill,WYMAN,1d.,,"Accidents (Mines and Factories) Bill. 1d. WYMAN, Mar. 05",Mines Accidents,"['Accidents (Mines)', 'Accidents (Factories)']",,Mar. 05,
"Across the Far Blue Hills. 2s. 6d. net. Across the Plains, Stevenson net Act-Alexandra Park and Palace, 3d. WYMAN, July 05",,,Across the Far Blue Hills,WYMAN,3d.,,"Across the Far Blue Hills. 2s. 6d. net. Across the Plains, Stevenson net Act-Alexandra Park and Palace, 3d. WYMAN, July 05",,,,July 05,
"Act as to Consolidated Fund (No. 2). 190s. d. WYMAN, July 05",,,Act as to Consolidated Fund ,WYMAN,,,"Act as to Consolidated Fund (No. 2). 1905. d. WYMAN, July 05",,,,July 05,
"Act-Mr. Speaker's Retirement, d. WYMAN, July 05",,,Act-Mr,WYMAN,,,"Act-Mr. Speaker's Retirement, d. WYMAN, July 05",,,,July 05,
"Acts-Aliens, 1d.; Churches (Scotland), 1d.; Railway Fires, d.; Coal Mines (Weighing of Minerals), d.; Medical Act (1886) Amendment, d.; Unemployed Workmen, 14d.; Trade Marks, 8d.; East India Loans (Railways), d.; Public Works Loans, d.; Naval Works, d.; Metrop. Distr. Railway, 6d.; Leeds & Liverp. Canal, 6d.; Chelsea Electric Supply, 6d....... WYMAN, Aug. 05","Acts-Aliens, 1d.; Churches",Scotland,1d,WYMAN,6d.,,"Acts-Aliens, 1d.; Churches (Scotland), 1d.; Railway Fires, d.; Coal Mines (Weighing of Minerals), d.; Medical Act (1886) Amendment, d.; Unemployed Workmen, 14d.; Trade Marks, 8d.; East India Loans (Railways), d.; Public Works Loans, d.; Naval Works, d.; Metrop. Distr. Railway, 6d.; Leeds & Liverp. Canal, 6d.; Chelsea Electric Supply, 6d....... WYMAN, Aug. 05","Scotland Acts-Aliens, 1d.; Churches","['Acts-Aliens, 1d.; Churches (Scotland)']",,Aug. 05,
"Acts as to Inebriates: Extr. from Inspector's Report, 6d............ WYMAN, Sep. 05",,,Acts as to Inebriates: Extr,WYMAN,6d.,,"Acts as to Inebriates: Extr. from Inspector's Report, 6d............ WYMAN, Sep. 05",,,,Sep. 05,
"Acts as to Inebriates: Report of Inspector, 1s. 6d. WYMAN, July 05",,,Acts as to Inebriates: Report of Inspector,WYMAN,1s. 6d.,,"Acts as to Inebriates: Report of Inspector, 1s. 6d. WYMAN, July 05",,,,July 05,
"Acts as to Prosecution of Offences, 1879 and 1884: Working of Regulations, 4 d. Acts: Local Government Board's Provisional Orders Con- firmation, Nos. 1, 2, and 3, for 1s. 8d. WYMAN, July 05",,,Acts as to Prosecution of Offences,WYMAN,1s. 8d.,,"Acts as to Prosecution of Offences, 1879 and 1884: Working of Regulations, 4 d. Acts: Local Government Board's Provisional Orders Con- firmation, Nos. 1, 2, and 3, for 1s. 8d. WYMAN, July 05",,,,July 05,
"Acts as to Workmen's Compensation: Statistics of Proceedings under, 44d.; Tramways, Proceed- ing under, 1d.; Grangemouth Waterworks and Burgh Extension Order Confirmation, 1s. 6d.; Arbroath Corporation Water Order Confirmation, 1s.; L.C.C., Gen. Powers, 2s. 6d.; Gas, Epping, 1s. 6d., Wrexham, 1s. 6d. .WYMAN, Sep. 05",,,Acts as to Workmen's Compensation: Statistics of Proceedings under,WYMAN,1s. 6d.,,"Acts as to Workmen's Compensation: Statistics of Proceedings under, 44d.; Tramways, Proceed- ing under, 1d.; Grangemouth Waterworks and Burgh Extension Order Confirmation, 1s. 6d.; Arbroath Corporation Water Order Confirmation, 1s.; L.C.C., Gen. Powers, 2s. 6d.; Gas, Epping, 1s. 6d., Wrexham, 1s. 6d. .WYMAN, Sep. 05",,,,Sep. 05,
"Acts-Baker Street and Waterloo Railway, 1s. 9d.; Malvern Water, 2s. 6d.; Barrymore Estate, 1s. 3d.; Electric Lighting Orders Confirmation (No. 6), 2s. 3d.; North British Railway (General Powers), 2s. 8d.; Blackpool Improvement, 2s. 9d.; Halifax Corporation, 2s. 3d.; Bristol Corporation, 2s. 6d.; Corbett Estate, 2s. 8d.; Acton Sewage, 8s. 8d......... WYMAN, Dec. 05",,,Acts-Baker Street and Waterloo Railway,WYMAN,8s. 8d.,,"Acts-Baker Street and Waterloo Railway, 1s. 9d.; Malvern Water, 2s. 6d.; Barrymore Estate, 1s. 3d.; Electric Lighting Orders Confirmation (No. 6), 2s. 3d.; North British Railway (General Powers), 2s. 8d.; Blackpool Improvement, 2s. 9d.; Halifax Corporation, 2s. 3d.; Bristol Corporation, 2s. 6d.; Corbett Estate, 2s. 8d.; Acton Sewage, 8s. 8d......... WYMAN, Dec. 05",,,,Dec. 05,
"Acts-Central Electric Supply Company, 6d. Education Board Provisional Orders Confirma- tion (Liverpool, &c.), 9d. ............ WYMAN, Oct. 05",,,Acts-Central Electric Supply Company,WYMAN,9d.,,"Acts-Central Electric Supply Company, 6d. Education Board Provisional Orders Confirma- tion (Liverpool, &c.), 9d. ............ WYMAN, Oct. 05",,,,Oct. 05,
"Acts-Colne Corporation, 3s. 9d.; Hythe Corpo- ration, 2s. 8d.; Llandrindod Wells Urban Dis- trict Council, 18. 8d.; Gas and Water Orders Confirmation (No. 2), 3s.; Ilfracombe Harbour and Improvement, 3s. 9d.; Lantour's Divorce, 6d.; Malone's Divorce, 8d.; Donovan's Divorce, 8d.; McConnell's Divorce, 6d.; Earl of Stam- ford's Cheshire Estate, 1s. 9d.; Rhondda Urban District Council, 2s. 3d.; Morley Corporation, 8s.; Newry Keady and Tynan Light Railway, 1s. 6d.; L. & N.-W. Railway, 2s. 8d.; N.-E. Railway, 3s.; Workington Harbour and Dock, 2s. 6d.; Humber Conservancy, 1s. 9d.; Accrington Corporation, 6s.; Formby Urban District Council, 1s. 6d. ; Southend and Colchester Light Railways, 2s. 3d.; Caledonian Railway, 3s. WYMAN, Nov. 05",,,Acts-Colne Corporation,WYMAN,3s.,,"Acts-Colne Corporation, 3s. 9d.; Hythe Corpo- ration, 2s. 8d.; Llandrindod Wells Urban Dis- trict Council, 18. 8d.; Gas and Water Orders Confirmation (No. 2), 3s.; Ilfracombe Harbour and Improvement, 3s. 9d.; Lantour's Divorce, 6d.; Malone's Divorce, 8d.; Donovan's Divorce, 8d.; McConnell's Divorce, 6d.; Earl of Stam- ford's Cheshire Estate, 1s. 9d.; Rhondda Urban District Council, 2s. 3d.; Morley Corporation, 8s.; Newry Keady and Tynan Light Railway, 1s. 6d.; L. & N.-W. Railway, 2s. 8d.; N.-E. Railway, 3s.; Workington Harbour and Dock, 2s. 6d.; Humber Conservancy, 1s. 9d.; Accrington Corporation, 6s.; Formby Urban District Council, 1s. 6d. ; Southend and Colchester Light Railways, 2s. 3d.; Caledonian Railway, 3s. WYMAN, Nov. 05",,,,Nov. 05,
"Acts-Croydon Corporation, 1s. 9d.; Birmingham Corporation, 2s. 6d.; Truro Water, 18. 8d.; East Cowes Gas, 1s. 9d.; Mexborough and Swinton Tramways, 9d.; South Wales Electrical Power Distribution Company, 1s. 8d.; Electric Light- ing Orders Confir. (No. 7), 1s. 6d. WYMAN, Sep. 05",,,Acts-Croydon Corporation,WYMAN,1s. 6d.,,"Acts-Croydon Corporation, 1s. 9d.; Birmingham Corporation, 2s. 6d.; Truro Water, 18. 8d.; East Cowes Gas, 1s. 9d.; Mexborough and Swinton Tramways, 9d.; South Wales Electrical Power Distribution Company, 1s. 8d.; Electric Light- ing Orders Confir. (No. 7), 1s. 6d. WYMAN, Sep. 05",,,,Sep. 05,
