entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"African Pilot. Vol. 1, 6th ed. 1899. Supplement, 6d. ....J. D. POTTER, Mar. 04",,,African Pilot,J. D. POTTER,6d.,,"African Pilot. Vol. 1, 6th ed. 1899. Supplement, 6d. ....J. D. POTTER, Mar. 04",,,,Mar. 04,1904,
"Allen (Margaret)-Farmer Abbott: an Old Time Soul Saver. 8d. net; half cloth, 6d. net SALVATION ARMY, Apr. 04",Allen,Margaret,Farmer Abbott: an Old Time Soul Saver,SALVATION ARMY,6d.,,"Allen (Margaret)-Farmer Abbott: an Old Time Soul Saver. 8d. net; half cloth, 6d. net SALVATION ARMY, Apr. 04",Margaret Allen,['Allen (Margaret)'],,Apr. 04,1904,net
"7s. 6d. net America Abroad, 1904. Annual Handbook for Ed. by J. W. Cundall. American Travellers. .OFFICE, Apr. 04",,,,OFFICE,,,"7s. 6d. net America Abroad, 1904. Annual Handbook for Ed. by J. W. Cundall. American Travellers. .OFFICE, Apr. 04",,,,Apr. 04,1904,
"Anatomy, Trainer's, Marshall (Alex.) 48. 6d. net Ancestor (The). No. 8. January 1904. Imp. ………………..CONSTABLE, Jan. 04","Anatomy, Trainer's, Marshall",Alex.,,CONSTABLE,,,"Anatomy, Trainer's, Marshall (Alex.) 48. 6d. net Ancestor (The). No. 8. January 1904. Imp. ………………..CONSTABLE, Jan. 04","Alex. Anatomy, Trainer's, Marshall","[""Anatomy, Trainer's, Marshall (Alex.)""]",,Jan. 04,1904,
"Andersen (H.)-Fairy Tales. Selected and edit. for Little Folk. Illus. by Helen Stratton. Fol. …………..BLACKIE, Oct. 04",Andersen,H.,Fairy Tales,BLACKIE,,,"Andersen (H.)-Fairy Tales. Selected and edit. for Little Folk. Illus. by Helen Stratton. Fol. …………..BLACKIE, Oct. 04",H. Andersen,['Andersen (H.)'],,Oct. 04,1904,
"Angelo (H.)-Reminiscences. Intro. by Lord Howard De Walden. Notes and Memoir by H. Lavers Smith. 68 plates reproduced from originals in collection of Joseph Grego. 2 vols. fol. 11 × 77, pp. 960, 126s. net...K. PAUL, Nov. 04",Angelo,H.,Reminiscences,K. PAUL,126s.,,"Angelo (H.)-Reminiscences. Intro. by Lord Howard De Walden. Notes and Memoir by H. Lavers Smith. 68 plates reproduced from originals in collection of Joseph Grego. 2 vols. fol. 11 × 77, pp. 960, 126s. net...K. PAUL, Nov. 04",H. Angelo,['Angelo (H.)'],,Nov. 04,1904,net
"Animal World, Vol. 1904. Fol. 3s.; bds. 2s. PARTRIDGE, Dec. 04",,,"Animal World, Vol",PARTRIDGE,2s.,,"Animal World, Vol. 1904. Fol. 3s.; bds. 2s. PARTRIDGE, Dec. 04",,,,Dec. 04,1904,
"Animal's Friend. Volume for 1904. Folio, 2s. 6d. ..BELL, Oct. 04",,,Animal's Friend,BELL,2s. 6d.,,"Animal's Friend. Volume for 1904. Folio, 2s. 6d. ..BELL, Oct. 04",,,,Oct. 04,1904,
"Anson (W. S. W.)-Mottoes and Badges of Families, Regiments, Schools, Colleges, &c. .ROUTLEDGE, Dec. 04",Anson,W. S. W.,"Mottoes and Badges of Families, Regiments, Schools, Colleges, &c",ROUTLEDGE,,,"Anson (W. S. W.)-Mottoes and Badges of Families, Regiments, Schools, Colleges, &c. .ROUTLEDGE, Dec. 04",W. S. W. Anson,['Anson (W. S. W.)'],,Dec. 04,1904,
"82mo. Ithr. 1s. net Anson (W. S. W.)-Who Wrote That? Dictionary of Quotations of Literary Origin in Common Use. .ROUTLEDGE, Dec. 04",,,,ROUTLEDGE,,,"82mo. Ithr. 1s. net Anson (W. S. W.)-Who Wrote That? Dictionary of Quotations of Literary Origin in Common Use. .ROUTLEDGE, Dec. 04",,,,Dec. 04,1904,
"Anstey (F.)-Tinted Venus: Farcical Romance. ..ARROWSMITH, June 04",Anstey,F.,Tinted Venus: Farcical Romance,ARROWSMITH,,,"Anstey (F.)-Tinted Venus: Farcical Romance. ..ARROWSMITH, June 04",F. Anstey,['Anstey (F.)'],,June 04,1904,
"Transl. by William Apuleius-Golden Ass. Adlington. Folio, 42s. net (Chiswick Library of ....BELL, May 04",,,Transl,BELL,,,"Transl. by William Apuleius-Golden Ass. Adlington. Folio, 42s. net (Chiswick Library of ....BELL, May 04",,,,May 04,1904,
"Arachnia, Robertson (Jas.) 5s. net ROUTLEDGE, Aug. 04","Arachnia, Robertson",Jas.,,ROUTLEDGE,5s.,,"Arachnia, Robertson (Jas.) 5s. net ROUTLEDGE, Aug. 04","Jas. Arachnia, Robertson","['Arachnia, Robertson (Jas.)']",,Aug. 04,1904,net
