entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,is_net
"A B C guide to the practice of the Supreme Court, 1923. By F. R. S. Stringer. 18th ed. 71 x 5, pp. 239, 8s. 6d. net. SWEET & M., Oct. '22",,,A B C guide to the practice of the Supreme Court,SWEET & M.,8s. 6d.,,"A B C guide to the practice of the Supreme Court, 1923. By F. R. S. Stringer. 18th ed. 71 x 5, pp. 239, 8s. 6d. net. SWEET & M., Oct. '22",,,,Oct. '22,net
"A B C or alphabetical railway guide. (Monthly.) ea. swd. 28. net. (15, Fetter Lane, E.C.) OFFICE, Jan., etc., '22",,,A B C or alphabetical railway guide,OFFICE,,,"A B C or alphabetical railway guide. (Monthly.) ea. swd. 28. net. (15, Fetter Lane, E.C.) OFFICE, Jan., etc., '22",,,,"Jan., etc., '22",
"A. E. See E. (A.) Aaland 1slands : Convention respecting non- fortification and neutralisation, Geneva, Oct., 1921. 6d. net........ ...H.M.S.O., June '22",,,A. E. See E. (A.) Aaland,H.M.S.O.,6d.,,"A. E. See E. (A.) Aaland Islands : Convention respecting non- fortification and neutralisation, Geneva, Oct., 1921. 6d. net........ ...H.M.S.O., June '22",,,,June '22,net
"Abbott (T. K.) and Gwynn (E. W.)–Catalogue of the Irish manuscripts in the library of Trinity College, Dublin. 81x6, pp. 465, 21s. net (Hodges, Figgis) LONGMANS, Apr. '22",Abbott,T. K.,"Catalogue of the Irish manuscripts in the library of Trinity College, Dublin",LONGMANS,21s.,,"Abbott (T. K.) and Gwynn (E. W.)–Catalogue of the Irish manuscripts in the library of Trinity College, Dublin. 81x6, pp. 465, 215. net (Hodges, Figgis) LONGMANS, Apr. '22",T. K. Abbott,"['Abbott (T. K.)', 'Gwynn (E. W.)']",,Apr. '22,net
"Abbott-Smith (G.) A Manual Greek lexicon of the New Testament. 9 X 6, pp. 528. 218. net T. & T. CLARK, Mar.'22",Abbott-Smith,G.,A Manual Greek lexicon of the New Testament,T. & T. CLARK,,,"Abbott-Smith (G.) A Manual Greek lexicon of the New Testament. 9 X 6, pp. 528. 218. net T. & T. CLARK, Mar.'22",G. Abbott-Smith,['Abbott-Smith (G.)'],,Mar.'22,
"Abrasive wheels, Use of (Home Office Safety pamphlet, No. 7) is. net...H.M.S.O., Nov. '22",,,"Abrasive wheels, Use of (Home Office Safety pamphlet",H.M.S.O.,,,"Abrasive wheels, Use of (Home Office Safety pamphlet, No. 7) is. net...H.M.S.O., Nov. '22",,,,Nov. '22,
"Accidents (Street)--Return, 1921. 2d. net H.M.S.O., Apr. '22",Accidents,Street,Return,H.M.S.O.,2d.,,"Accidents (Street)--Return, 1921. 2d. net H.M.S.O., Apr. '22",Street Accidents,['Accidents (Street)'],,Apr. '22,net
"Accountants and Auditors (Soc. of Incorporated) Yearbook, 1922._71 x 5, pp. 606, swd. 3s. (50, Gresham St., E.C.2).... OFFICE, Mar. '22",,,Yearbook,OFFICE,3s.,,"Accountants and Auditors (Soc. of Incorporated) Yearbook, 1922._71 x 5, pp. 606, swd. 35. (50, Gresham St., E.C.2).... OFFICE, Mar. '22",,"['Accountants', 'Auditors (Soc. of Incorporated)']",,Mar. '22,
"Accountants (Institute of Chartered)--List of members, 1922 ; Royal Charter and by-laws. 7} x 51, pp. 1,125, swd, 2s. ......GEE, Feb. '22",Accountants,Institute of Chartered,List of members,GEE,2s.,,"Accountants (Institute of Chartered)--List of members, 1922 ; Royal Charter and by-laws. 7} x 51, pp. 1,125, swd, 2s. ......GEE, Feb. '22",Institute of Chartered Accountants,['Accountants (Institute of Chartered)'],,Feb. '22,
"Accounts (Public)—and report. 2d. H.M.S.O., Mar. '22",Accounts,Public,2d,H.M.S.O.,2d.,,"Accounts (Public)—and report. 2d. H.M.S.O., Mar. '22",Public Accounts,['Accounts (Public)'],,Mar. '22,
