entry,last_name,first_name,title,publisher,price,format,original_entry,author_name,creators,is_editor,date,catalogue_year,is_net
"ABC (Rag Book). 12mo. 6d. net. DEAN, Oct. 03",ABC,Rag Book,,DEAN,6d.,,"ABC (Rag Book). 12mo. 6d. net. DEAN, Oct. 03",Rag Book ABC,['ABC (Rag Book)'],,Oct. 03,1903,net
"net Allen (G.)-Evolution of the 1dea of God: an Inquiry into the Origins of Religions. Revised and slightly abridged by Franklin T. Richards. WATTS, May 03",net Allen,G.,Evolution of the,WATTS,,,"net Allen (G.)-Evolution of the Idea of God: an Inquiry into the Origins of Religions. Revised and slightly abridged by Franklin T. Richards. WATTS, May 03",G. net Allen,['net Allen (G.)'],,May 03,1903,
"Animal World. Vol. for 1903. Folio, 3s.; bds. 2s. PARTRIDGE, Dec. 03",,,Animal World,PARTRIDGE,2s.,,"Animal World. Vol. for 1903. Folio, 3s.; bds. 2s. PARTRIDGE, Dec. 03",,,,Dec. 03,1903,
"Annals of the British School at Athens. Vol. 1, red. to 3s. 6d. net. Vols. 2 and 3, to each 10s. 6d. net. Vols. 4 and 5, to each 7s. 6d. net. Vol. 6, red. to 10s. 6d. net. Vol. 7, to 12s. 6d. net MACMILLAN, Jan. 03",,,Annals of the British School at Athens,MACMILLAN,12s. 6d.,,"Annals of the British School at Athens. Vol. 1, red. to 3s. 6d. net. Vols. 2 and 3, to each 10s. 6d. net. Vols. 4 and 5, to each 7s. 6d. net. Vol. 6, red. to 10s. 6d. net. Vol. 7, to 12s. 6d. net MACMILLAN, Jan. 03",,,,Jan. 03,1903,net
"Art Annuals. Incl. Work of War Artists in South Africa; Sir John Tenniel, B. W. Leader, D. G. Rossetti, Sir W. B. Richmond, Alfred Gilbert, John MacWhirter. Full-page Etchings and Engravings. 1 vol. Folio, 21s. OFFICE, Nov. 03",,,Art Annuals,OFFICE,21s.,,"Art Annuals. Incl. Work of War Artists in South Africa; Sir John Tenniel, B. W. Leader, D. G. Rossetti, Sir W. B. Richmond, Alfred Gilbert, John MacWhirter. Full-page Etchings and Engravings. 1 vol. Folio, 21s. OFFICE, Nov. 03",,,,Nov. 03,1903,
"Barlow and Macan-Education Act, 1902. 2nd ed. 8s. 6d. net …………………………….. …………………………..BUTTERWORTH, Apr. 03",,,Barlow and Macan-Education Act,BUTTERWORTH,,,"Barlow and Macan-Education Act, 1902. 2nd ed. 8s. 6d. net …………………………….. …………………………..BUTTERWORTH, Apr. 03",,,,Apr. 03,1903,
"Baxter (S.)-Spanish-Colonial Architecture in Mexico. 10 vols. Folio, 420s. net JACK, Nov. 03",Baxter,S.,Spanish-Colonial Architecture in Mexico,JACK,420s.,,"Baxter (S.)-Spanish-Colonial Architecture in Mexico. 10 vols. Folio, 420s. net JACK, Nov. 03",S. Baxter,['Baxter (S.)'],,Nov. 03,1903,net
"Beams (British Standard Sections). 8vo. swd. 18. ....LOCKWOOD, Dec. 03",Beams,British Standard Sections,,LOCKWOOD,,,"Beams (British Standard Sections). 8vo. swd. 18. ....LOCKWOOD, Dec. 03",British Standard Sections Beams,['Beams (British Standard Sections)'],,Dec. 03,1903,
"Bernard (H. M.) Catalogue of Madreporian Corals in British Museum (Natural History). Vol. 4. 16 plates, pp. 214, 20s. ...DULAU, May 03",Bernard,H. M.,Catalogue of Madreporian Corals in British Museum (Natural History),DULAU,20s.,,"Bernard (H. M.) Catalogue of Madreporian Corals in British Museum (Natural History). Vol. 4. 16 plates, pp. 214, 20s. ...DULAU, May 03",H. M. Bernard,['Bernard (H. M.)'],,May 03,1903,
"Big Animal Picture Book. Obl. fol. 6s. DEAN, Oct. 03",,,Big Animal Picture Book,DEAN,6s.,,"Big Animal Picture Book. Obl. fol. 6s. DEAN, Oct. 03",,,,Oct. 03,1903,
"Big Dogs, Little Dogs, Cats and Kittens. Illus. by Louis Wain. Folio, bds. 3s. 6d. TUCK, Sep. 03",,,"Big Dogs, Little Dogs, Cats and Kittens",TUCK,3s. 6d.,,"Big Dogs, Little Dogs, Cats and Kittens. Illus. by Louis Wain. Folio, bds. 3s. 6d. TUCK, Sep. 03",,,,Sep. 03,1903,
"Bingham (C.)-Proverbs Old, Newly Told. Fol. bds. 8s. 6d. ..TUCK, Sep. 03",Bingham,C.,"Proverbs Old, Newly Told",TUCK,8s. 6d.,,"Bingham (C.)-Proverbs Old, Newly Told. Fol. bds. 8s. 6d. ..TUCK, Sep. 03",C. Bingham,['Bingham (C.)'],,Sep. 03,1903,
"net Biometrika: Journal for Statistical Study of Biological Problems. Vol. 2, Part 3. 10s. nt. C. J. CLAY, June 03",,,Biometrika: Journal for Statistical Study of Biological Problems,C. J. CLAY,,,"net Biometrika: Journal for Statistical Study of Biological Problems. Vol. 2, Part 3. 10s. nt. C. J. CLAY, June 03",,,,June 03,1903,
"Boys of Our Empire. Vol. 8, 1908. Folio, 7s. 6d. A. MELROSE, Sep. 03",,,Boys of Our Empire,A. MELROSE,7s. 6d.,,"Boys of Our Empire. Vol. 8, 1908. Folio, 7s. 6d. A. MELROSE, Sep. 03",,,,Sep. 03,1903,
"Brearley (H.)-Analytical Chemistry of Uranium. LONGMANS, Nov. 03",Brearley,H.,Analytical Chemistry of Uranium,LONGMANS,,,"Brearley (H.)-Analytical Chemistry of Uranium. LONGMANS, Nov. 03",H. Brearley,['Brearley (H.)'],,Nov. 03,1903,
"British Columbia Pilot, 1898. Revised Supple- ……………..POTTER, Apr. 03",,,British Columbia Pilot,POTTER,,,"British Columbia Pilot, 1898. Revised Supple- ……………..POTTER, Apr. 03",,,,Apr. 03,1903,
"British Workman Annual for 1894. Folio, 2s. 6d. ; boards, 1s. 6d………………………………….........PARTRIDGE, Oct. 03",,,British Workman Annual for,PARTRIDGE,,,"British Workman Annual for 1894. Folio, 2s. 6d. ; boards, 1s. 6d………………………………….........PARTRIDGE, Oct. 03",,,,Oct. 03,1903,
"Bronte (Charlotte)-Jane Eyre. 8d.; swd. 6d. WARD, LOCK, May 03",Bronte,Charlotte,Jane Eyre,"WARD, LOCK",6d.,,"Bronte (Charlotte)-Jane Eyre. 8d.; swd. 6d. WARD, LOCK, May 03",Charlotte Bronte,['Bronte (Charlotte)'],,May 03,1903,
"Brooks (P.)-Lectures on Preaching. Thin paper ed. 65, limp, 2s. 6d. net; leather, 8s. net (Handy Theological Lib.) ...ALLENSON, Nov. 03",Brooks,P.,Lectures on Preaching,ALLENSON,8s.,,"Brooks (P.)-Lectures on Preaching. Thin paper ed. 65, limp, 2s. 6d. net; leather, 8s. net (Handy Theological Lib.) ...ALLENSON, Nov. 03",P. Brooks,['Brooks (P.)'],,Nov. 03,1903,net
"Buchanan (R.)-Shadow of a Sword. 8d.; swd. 6d. …………..CHATTO, May 03",Buchanan,R.,Shadow of a Sword,CHATTO,,,"Buchanan (R.)-Shadow of a Sword. 8d.; swd. 6d. …………..CHATTO, May 03",R. Buchanan,['Buchanan (R.)'],,May 03,1903,
"Buckley (Arabella B.)-Botanical Tables for the use of Junior Students. In case, 1s. 6d. Buckland (A. R.), Champions of Truth, 8s. 6d. MACMILLAN, Mar. 03",Buckley,Arabella B.,Botanical Tables for the use of Junior Students,MACMILLAN,8s. 6d.,,"Buckley (Arabella B.)-Botanical Tables for the use of Junior Students. In case, 1s. 6d. Buckland (A. R.), Champions of Truth, 8s. 6d. MACMILLAN, Mar. 03",Arabella B. Buckley,['Buckley (Arabella B.)'],,Mar. 03,1903,
"Burlington Magazine. Vol. 1. Folio, 12s. 6d. net .....OFFICE, Nov. 03",,,Burlington Magazine,OFFICE,12s. 6d.,,"Burlington Magazine. Vol. 1. Folio, 12s. 6d. net .....OFFICE, Nov. 03",,,,Nov. 03,1903,net
"Burnett (R.)-Exercises in Copying Manuscript for Civil Service Exams. Vol. 2. Folio, swd. 1s. net... .SIMPKIN, Sep. 03",Burnett,R.,Exercises in Copying Manuscript for Civil Service Exams,SIMPKIN,1s.,,"Burnett (R.)-Exercises in Copying Manuscript for Civil Service Exams. Vol. 2. Folio, swd. 1s. net... .SIMPKIN, Sep. 03",R. Burnett,['Burnett (R.)'],,Sep. 03,1903,net
"Carey (Rosa N.)-My Lady Frivol. 8d.; swd. 6d. HUTCHINSON, Apr. 03",Carey,Rosa N.,My Lady Frivol,HUTCHINSON,6d.,,"Carey (Rosa N.)-My Lady Frivol. 8d.; swd. 6d. HUTCHINSON, Apr. 03",Rosa N. Carey,['Carey (Rosa N.)'],,Apr. 03,1903,
